observation_class,orders,pct_source,observation_end
OBSERVED_DELIVERED,96470,97.01229875001258,2018-10-17 13:22:46
OUTCOME_UNOBSERVED_BY_DATASET_END,1737,1.746764413069056,2018-10-17 13:22:46
NOT_APPLICABLE_TERMINAL_NON_DELIVERY,1228,1.2349031083758208,2018-10-17 13:22:46
OUTCOME_PRESENT_STATUS_MISMATCH,6,0.00603372854255287,2018-10-17 13:22:46
