check_name,status,observed,expected
GOLD_FEATURE_GRAIN_UNIQUE_ORDER_ID,PASS,0,0
GOLD_FEATURE_ROWS_EQUAL_ORDERS,PASS,99441,99441
GOLD_OUTCOME_GRAIN_UNIQUE_ORDER_ID,PASS,0,0
IDENTITY_MERCHANDISE_PLUS_FREIGHT,PASS,0,0
IDENTITY_PRICE_RANGE,PASS,0,0
ITEM_RELATION_FLAG_CONSISTENCY,PASS,0,0
SUPERVISED_ORDER_ID_UNIQUE,PASS,0,0
SUPERVISED_STATUS_DELIVERED,PASS,0,0
SUPERVISED_TARGET_NOT_NULL,PASS,0,0
