channel,window_days,current_month,train_orders,test_orders,train_first_month,train_last_month,test_month,k80_train,train_relative_error_k80,future_relative_error_k80,future_error_inflation_k80,k90_train,train_relative_error_k90,future_relative_error_k90,future_error_inflation_k90,k95_train,train_relative_error_k95,future_relative_error_k95,future_error_inflation_k95,basis_angle_dimension,basis_max_angle_deg,basis_mean_angle_deg,train_pc1_energy_pct,test_pc1_energy_pct
purchase_freight,90,2017-09,21998,4150,2016-12,2017-08,2017-09,5,0.4260164256853642,0.411413420410186,0.965721966584539,18,0.31306565506365525,0.3389278632228501,1.0826095349039049,39,0.2221670567071296,0.2722257490343001,1.225320050007054,18,89.81578090832859,56.204809009010376,68.02318889155535,21.292576652226042
purchase_freight,90,2017-10,26148,4478,2016-12,2017-09,2017-10,5,0.42682956622419926,0.35752249064650665,0.8376235362728178,18,0.31458773141411706,0.2847671089037482,0.9052072934430059,40,0.22241160744295935,0.23340298680273808,1.0494190905148582,18,89.93449105484285,52.539705678005504,68.14990585271431,26.693212743338126
purchase_freight,90,2017-11,30626,7288,2016-12,2017-10,2017-11,4,0.4366673915738486,0.7391244657396957,1.6926486383050565,17,0.31205505946059253,0.565700202051158,1.812821759817026,40,0.22052945644694333,0.37101827350930544,1.6823978052046207,8,89.82976998849573,60.55790749842801,68.93678727251933,32.45495547526417
purchase_freight,90,2017-12,37914,5513,2016-12,2017-11,2017-12,6,0.4147865261837639,0.7966054744215605,1.9205191686208207,12,0.31097101210557715,0.6853092588449697,2.2037721593558106,28,0.22088445375076776,0.4846131834744286,2.1939669145807605,12,89.7196589424478,74.86890557891867,57.419524165230804,22.28400210237993
purchase_freight,90,2018-01,43427,7069,2016-12,2017-12,2018-01,12,0.43789142979662704,0.7279145140385695,1.662317333720461,22,0.3100058382319154,0.7128012573887447,2.2993155917776553,33,0.21885406511585875,0.6264139374131754,2.862244926003816,18,89.99492079143444,75.61231498520496,46.34663492175556,24.640563869062838
purchase_freight,90,2018-02,50496,6555,2016-12,2018-01,2018-02,18,0.44117794007155314,0.6484457711267496,1.469805518883334,33,0.3088938587463977,0.5667795823755541,1.8348684064997258,45,0.22258024958860687,0.5510800262340305,2.475871184674233,15,89.94827185399855,72.12755368604616,40.408516917659455,25.48493228005824
purchase_freight,90,2018-03,57051,7003,2016-12,2018-02,2018-03,21,0.4418341296684719,0.29484857421065447,0.6673286521163331,39,0.310460501995613,0.21687086130846947,0.698545740647981,54,0.21968046149493917,0.1623171014533413,0.7388781885688119,16,89.86522524432748,52.333318137982815,39.37958250839652,27.485743873062138
purchase_freight,90,2018-04,64054,6798,2016-12,2018-03,2018-04,19,0.44447475461393154,0.24476042464664055,0.5506734006957003,37,0.31433581276160827,0.20694511062582846,0.6583567707659683,53,0.21976376298609887,0.15485248603328036,0.7046315731455487,18,89.9682438416508,53.93452725299529,41.7578238158767,25.228490810210722
purchase_freight,90,2018-05,70852,6749,2016-12,2018-04,2018-05,17,0.4449971791060451,0.28252107828377243,0.6348828521819601,36,0.3107921663069742,0.2203434147786232,0.708973515635483,52,0.21928724461685947,0.17029342205490383,0.7765769612019247,17,89.99293640064577,51.938325454355514,45.289473993231674,23.957195461733573
purchase_freight,90,2018-06,77601,6096,2016-12,2018-05,2018-06,16,0.4399509332388861,0.43311744794067364,0.9844676194958722,34,0.3141350790504541,0.2871951959465569,0.9142410863971981,51,0.22012071607047676,0.2119364885339261,0.9628193671061369,13,89.6902475053668,56.30531799926688,47.827463964890434,20.315899524094668
purchase_freight,90,2018-07,83697,6156,2016-12,2018-06,2018-07,15,0.446353025783716,0.3733611487941822,0.8364705227182606,34,0.3110367837422951,0.2598808068561017,0.8355307810519996,51,0.21869561646473823,0.19794096217044588,0.9050979867370192,13,89.8667759729651,49.10538685768485,47.852501035014605,21.304962673671678
purchase_freight,90,2018-08,89853,6351,2016-12,2018-07,2018-08,15,0.4411213553147389,0.3694495556402998,0.8375236228966937,33,0.31352489542634315,0.2506115472980511,0.7993353987320844,50,0.22250348100776363,0.20666952407238115,0.9288372619445446,12,89.88684323246532,50.812523806594974,47.31171411602749,29.390032790836127
