previous_month,current_month,previous_orders,current_orders,sample_support,feature,ks_statistic,psi,js_distance,previous_median,current_median,median_delta,reference_iqr,robust_median_shift
2017-11,2017-12,7288,5513,ADEQUATE,unique_product_count,0.007029587584918007,0.0,0.0,1.0,1.0,0.0,0.0,
2017-11,2017-12,7288,5513,ADEQUATE,unique_seller_count,0.002058725379767923,0.0,0.0,1.0,1.0,0.0,0.0,
2017-11,2017-12,7288,5513,ADEQUATE,total_price,0.03575318332499394,0.012912768812028097,0.048225812674757486,84.99,88.6,3.6099999999999994,103.91,0.03474160331055721
2017-11,2017-12,7288,5513,ADEQUATE,mean_price,0.04752005189609709,0.010687907429955477,0.04388405643184299,75.0,79.99,4.989999999999995,98.0,0.05091836734693872
2017-11,2017-12,7288,5513,ADEQUATE,max_price,0.04768703073446001,0.010675958053141244,0.04385944533097961,75.9,80.0,4.099999999999994,97.7025,0.041964125790025786
2017-11,2017-12,7288,5513,ADEQUATE,min_price,0.048689998871044915,0.010689394156087894,0.043888258050142716,74.9,79.9,5.0,97.91,0.051067306710244106
2017-11,2017-12,7288,5513,ADEQUATE,price_range,0.0036335630601095348,0.0,0.0,0.0,0.0,0.0,0.0,
2017-11,2017-12,7288,5513,ADEQUATE,total_freight,0.04726914808486793,0.010725327274057,0.043959438928521236,16.77,16.21,-0.5599999999999987,9.959999999999999,0.05622489959839345
2017-11,2017-12,7288,5513,ADEQUATE,mean_freight,0.03823382333703618,0.006197580332290886,0.03342207600792318,16.11,15.79,-0.3200000000000003,6.290000000000001,0.050874403815580324
2017-11,2017-12,7288,5513,ADEQUATE,max_freight,0.03934348968200685,0.007058225027160485,0.035665147544043825,16.12,15.8,-0.3200000000000003,6.582499999999998,0.048613748575769146
2017-11,2017-12,7288,5513,ADEQUATE,merchandise_plus_freight,0.03356272162215923,0.011457495647203336,0.04543298933459379,103.55,105.86,2.3100000000000023,113.76499999999999,0.02030501472333321
2017-11,2017-12,7288,5513,ADEQUATE,freight_price_ratio,0.06067506739384376,0.0149867563374384,0.05194570513077582,0.23084816379146164,0.207582061950994,-0.02326610184046765,0.24143213926782792,0.09636704504638409
2017-12,2018-01,5513,7069,ADEQUATE,item_count,0.010886881986806873,0.0,0.0,1.0,1.0,0.0,0.0,
2017-12,2018-01,5513,7069,ADEQUATE,unique_product_count,0.006629734109865226,0.0,0.0,1.0,1.0,0.0,0.0,
2017-12,2018-01,5513,7069,ADEQUATE,unique_seller_count,0.0037272207614215125,0.0,0.0,1.0,1.0,0.0,0.0,
2017-12,2018-01,5513,7069,ADEQUATE,total_price,0.03174843847655762,0.009775359978766227,0.04196959117933402,88.6,87.0,-1.5999999999999943,100.99000000000001,0.015843152787404637
2017-12,2018-01,5513,7069,ADEQUATE,mean_price,0.03334024695085991,0.008391328623962769,0.03888682039334307,79.99,79.9,-0.0899999999999892,94.09,0.0009565309809755468
2017-12,2018-01,5513,7069,ADEQUATE,max_price,0.03353644212446377,0.00856940170635244,0.03929897190057857,80.0,79.9,-0.09999999999999432,94.1,0.0010626992561104604
2017-12,2018-01,5513,7069,ADEQUATE,min_price,0.03373502366363723,0.006708715704142372,0.034771368674300106,79.9,79.0,-0.9000000000000057,94.99000000000001,0.009474681545425892
2017-12,2018-01,5513,7069,ADEQUATE,price_range,0.005477401798041792,0.0,0.0,0.0,0.0,0.0,0.0,
2017-12,2018-01,5513,7069,ADEQUATE,total_freight,0.02808177494894515,0.013481276689579203,0.04927104215528578,16.21,16.32,0.10999999999999943,8.159999999999998,0.013480392156862678
2017-12,2018-01,5513,7069,ADEQUATE,mean_freight,0.022603218457885904,0.004276644655927305,0.02776542962153134,15.79,15.79,0.0,5.720000000000002,0.0
2017-12,2018-01,5513,7069,ADEQUATE,max_freight,0.02382165053000279,0.004819748753602331,0.02947588192481251,15.8,15.91,0.10999999999999943,5.870000000000001,0.018739352640545045
2017-12,2018-01,5513,7069,ADEQUATE,merchandise_plus_freight,0.029304697493908183,0.00939043855496342,0.04113750202624783,105.86,104.52,-1.3400000000000034,112.6,0.011900532859680315
2017-12,2018-01,5513,7069,ADEQUATE,freight_price_ratio,0.03824091807640351,0.011610457515204557,0.04573704100881384,0.207582061950994,0.2147142857142857,0.007132223763291701,0.21958762886597938,0.03248008004879319
2018-01,2018-02,7069,6555,ADEQUATE,item_count,0.0038745679910749953,0.0,0.0,1.0,1.0,0.0,0.0,
2018-01,2018-02,7069,6555,ADEQUATE,unique_product_count,0.011445035796759373,0.0,0.0,1.0,1.0,0.0,0.0,
2018-01,2018-02,7069,6555,ADEQUATE,unique_seller_count,0.006801432841515687,0.0,0.0,1.0,1.0,0.0,0.0,
2018-01,2018-02,7069,6555,ADEQUATE,total_price,0.020847311005098623,0.0036611977577467396,0.025691382436628708,87.0,84.9,-2.0999999999999943,104.0,0.020192307692307638
2018-01,2018-02,7069,6555,ADEQUATE,mean_price,0.026904613227854535,0.004681338533771513,0.02904705192146179,79.9,74.99,-4.910000000000011,99.88999999999999,0.04915406947642418
2018-01,2018-02,7069,6555,ADEQUATE,max_price,0.027259705168374615,0.0058216547409258215,0.03239396575686379,79.9,75.0,-4.900000000000006,99.0,0.04949494949494955
2018-01,2018-02,7069,6555,ADEQUATE,min_price,0.0253262086187811,0.004255057441842009,0.027694065595408993,79.0,74.9,-4.099999999999994,99.00999999999999,0.04140995859004136
2018-01,2018-02,7069,6555,ADEQUATE,price_range,0.010379759975199243,0.0,0.0,0.0,0.0,0.0,0.0,
2018-01,2018-02,7069,6555,ADEQUATE,total_freight,0.01764077941968778,0.005448343052215985,0.03133783865136622,16.32,16.25,-0.07000000000000028,9.59,0.007299270072992731
2018-01,2018-02,7069,6555,ADEQUATE,mean_freight,0.020288517057372557,0.009538119455693772,0.0414507101997553,15.79,15.76,-0.02999999999999936,6.519999999999998,0.004601226993864934
2018-01,2018-02,7069,6555,ADEQUATE,max_freight,0.024221806646244737,0.010499531747174688,0.04348336414940517,15.91,15.79,-0.120000000000001,6.610000000000001,0.018154311649016788
2018-01,2018-02,7069,6555,ADEQUATE,merchandise_plus_freight,0.01853062419806767,0.003493993731840917,0.025097800632075108,104.52,102.83,-1.6899999999999977,112.26000000000002,0.015054338143595202
2018-01,2018-02,7069,6555,ADEQUATE,freight_price_ratio,0.018966148110285685,0.002793405885050598,0.022442070528060475,0.2147142857142857,0.2205,0.005785714285714311,0.24237232913378562,0.023871183259210622
2018-02,2018-03,6555,7003,ADEQUATE,item_count,0.0005480706590497153,2.165085233470904e-06,0.000624855528922592,1.0,1.0,0.0,0.0,
2018-02,2018-03,6555,7003,ADEQUATE,unique_product_count,0.003368045491672911,0.0,0.0,1.0,1.0,0.0,0.0,
2018-02,2018-03,6555,7003,ADEQUATE,unique_seller_count,0.005223869948729698,0.0,0.0,1.0,1.0,0.0,0.0,
2018-02,2018-03,6555,7003,ADEQUATE,total_price,0.025899393885131322,0.008662881297615613,0.039514141077376934,84.9,86.9,2.0,104.1,0.01921229586935639
2018-02,2018-03,6555,7003,ADEQUATE,mean_price,0.034899394211895585,0.014813940107369068,0.051653473848394936,74.99,79.59,4.6000000000000085,94.91,0.048466968707196384
2018-02,2018-03,6555,7003,ADEQUATE,max_price,0.035752575473538606,0.014209769539803326,0.050593024650151495,75.0,79.9,4.900000000000006,95.00999999999999,0.05157351857699196
2018-02,2018-03,6555,7003,ADEQUATE,min_price,0.03441604464382875,0.014765074457214304,0.05156801759508497,74.9,79.0,4.099999999999994,94.91,0.0431988199346749
2018-02,2018-03,6555,7003,ADEQUATE,price_range,0.006122253587952486,0.0,0.0,0.0,0.0,0.0,0.0,
2018-02,2018-03,6555,7003,ADEQUATE,total_freight,0.1965911525549746,0.20933929307628504,0.19250958084163305,16.25,18.23,1.9800000000000004,8.380000000000003,0.23627684964200474
2018-02,2018-03,6555,7003,ADEQUATE,mean_freight,0.22449282660052094,0.3248598070000126,0.23949683999146346,15.76,18.0,2.24,5.52,0.40579710144927544
2018-02,2018-03,6555,7003,ADEQUATE,max_freight,0.22328471409169415,0.3256059215258914,0.2398602277005037,15.79,18.14,2.3500000000000014,5.620000000000001,0.41814946619217097
2018-02,2018-03,6555,7003,ADEQUATE,merchandise_plus_freight,0.03529334110160709,0.008396511009455907,0.038898650291046125,102.83,106.73,3.9000000000000057,110.135,0.035411086393971086
2018-02,2018-03,6555,7003,ADEQUATE,freight_price_ratio,0.04420934125104725,0.01130726963839722,0.04513558814306422,0.2205,0.2332727272727272,0.012772727272727186,0.2257307551350553,0.05658390353182148
2018-03,2018-04,7003,6798,ADEQUATE,item_count,0.0014503303904933595,1.7732854898618106e-05,0.0017882586120428077,1.0,1.0,0.0,0.0,
2018-03,2018-04,7003,6798,ADEQUATE,unique_product_count,0.00866625184843861,0.0,0.0,1.0,1.0,0.0,0.0,
2018-03,2018-04,7003,6798,ADEQUATE,unique_seller_count,0.005977432359191126,0.0,0.0,1.0,1.0,0.0,0.0,
2018-03,2018-04,7003,6798,ADEQUATE,total_price,0.02568701170687282,0.006319896015337676,0.033743788989986916,86.9,89.99,3.089999999999989,104.9,0.029456625357483213
2018-03,2018-04,7003,6798,ADEQUATE,mean_price,0.026846939929959845,0.006552724275974004,0.034360010906941844,79.59,79.99,0.3999999999999915,102.0,0.003921568627450897
2018-03,2018-04,7003,6798,ADEQUATE,max_price,0.027192817838713024,0.0059976061211655576,0.03287274954235287,79.9,79.995,0.09499999999999886,103.30000000000001,0.000919651500484016
2018-03,2018-04,7003,6798,ADEQUATE,min_price,0.02459304101041554,0.0059765635830261715,0.03281308722931544,79.0,79.99,0.9899999999999949,100.00999999999999,0.00989901009899005
2018-03,2018-04,7003,6798,ADEQUATE,price_range,0.007416923869512093,0.0,0.0,0.0,0.0,0.0,0.0,
2018-03,2018-04,7003,6798,ADEQUATE,total_freight,0.046527111463220666,0.02614796445885574,0.06845656414576308,18.23,18.23,0.0,10.58,0.0
2018-03,2018-04,7003,6798,ADEQUATE,mean_freight,0.0482831780957827,0.028778768306769117,0.07192087720026484,18.0,18.23,0.23000000000000043,8.94,0.025727069351230474
2018-03,2018-04,7003,6798,ADEQUATE,max_freight,0.04755266697998589,0.03267692038168671,0.07661977953214437,18.14,18.23,0.08999999999999986,9.14,0.009846827133479195
2018-03,2018-04,7003,6798,ADEQUATE,merchandise_plus_freight,0.017931372831977155,0.005743317261240825,0.03217419467559925,106.73,109.16,2.4299999999999926,118.33000000000001,0.020535789740556008
2018-03,2018-04,7003,6798,ADEQUATE,freight_price_ratio,0.04355293114618175,0.013360867879683871,0.04903225804365848,0.2332727272727272,0.2156559705070343,-0.01761675676569288,0.26134049156233674,0.06740921263435679
2018-04,2018-05,6798,6749,ADEQUATE,item_count,0.007111445492823831,0.0005360923008242135,0.009831622647346102,1.0,1.0,0.0,0.0,
2018-04,2018-05,6798,6749,ADEQUATE,unique_product_count,0.004469100518569191,0.0,0.0,1.0,1.0,0.0,0.0,
2018-04,2018-05,6798,6749,ADEQUATE,unique_seller_count,0.0028266966511683034,0.0,0.0,1.0,1.0,0.0,0.0,
2018-04,2018-05,6798,6749,ADEQUATE,total_price,0.012893239803519196,0.002374184841884645,0.020689299482742902,89.99,89.99,0.0,106.99000000000001,0.0
2018-04,2018-05,6798,6749,ADEQUATE,mean_price,0.013597276634447208,0.004161503314106761,0.02738638894062607,79.99,79.98,-0.009999999999990905,100.1,9.990009990000904e-05
2018-04,2018-05,6798,6749,ADEQUATE,max_price,0.014168596823056934,0.005065081670053843,0.030217769370943594,79.995,79.99,-0.005000000000009663,101.09,4.9460876446826224e-05
2018-04,2018-05,6798,6749,ADEQUATE,min_price,0.01361222878038748,0.004610602442693774,0.02882623935247545,79.99,79.9,-0.0899999999999892,100.87750000000001,0.0008921711977397258
2018-04,2018-05,6798,6749,ADEQUATE,price_range,0.00350346652207989,0.0,0.0,0.0,0.0,0.0,0.0,
2018-04,2018-05,6798,6749,ADEQUATE,total_freight,0.059367124921604786,0.02009637954221267,0.06014463908932217,18.23,17.99,-0.240000000000002,10.237499999999999,0.02344322344322364
2018-04,2018-05,6798,6749,ADEQUATE,mean_freight,0.06646063219852649,0.022266283401429388,0.06329258650938391,18.23,16.32,-1.9100000000000001,9.600000000000001,0.19895833333333332
2018-04,2018-05,6798,6749,ADEQUATE,max_freight,0.06687523820446784,0.025045609900930937,0.06710029077685087,18.23,16.41,-1.8200000000000003,9.8375,0.1850063532401525
2018-04,2018-05,6798,6749,ADEQUATE,merchandise_plus_freight,0.016850044056519797,0.0049781746249189275,0.029957691163800614,109.16,108.55,-0.6099999999999994,119.70750000000001,0.005095754234279384
2018-04,2018-05,6798,6749,ADEQUATE,freight_price_ratio,0.04036604248214165,0.008987607373276134,0.040247667914102774,0.2156559705070343,0.2023558173130348,-0.013300153193999492,0.2512454668288627,0.05293688822277924
2018-05,2018-06,6749,6096,ADEQUATE,item_count,0.004886526398972801,0.00025074355537827223,0.006724192683287892,1.0,1.0,0.0,0.0,
2018-05,2018-06,6749,6096,ADEQUATE,unique_product_count,0.002391138728047193,0.0,0.0,1.0,1.0,0.0,0.0,
2018-05,2018-06,6749,6096,ADEQUATE,unique_seller_count,0.0015501227167317166,0.0,0.0,1.0,1.0,0.0,0.0,
2018-05,2018-06,6749,6096,ADEQUATE,total_price,0.01873192353956199,0.002536145233223263,0.021384123726758863,89.99,89.9,-0.0899999999999892,101.1,0.0008902077151334243
2018-05,2018-06,6749,6096,ADEQUATE,mean_price,0.01796659678171436,0.0050459866875094414,0.03015980153704677,79.98,79.9,-0.0799999999999983,95.97,0.0008335938314056299
2018-05,2018-06,6749,6096,ADEQUATE,max_price,0.018268260020246063,0.003872809085974573,0.026423254926080754,79.99,79.99,0.0,95.15,0.0
2018-05,2018-06,6749,6096,ADEQUATE,min_price,0.02035037075581142,0.0039395854385691825,0.02664848235146251,79.9,79.9,0.0,97.0,0.0
2018-05,2018-06,6749,6096,ADEQUATE,price_range,0.0034709137428349246,0.0,0.0,0.0,0.0,0.0,0.0,
2018-05,2018-06,6749,6096,ADEQUATE,total_freight,0.11883091263836498,0.06598537641739698,0.10871663028207548,17.99,18.79,0.8000000000000007,10.73,0.07455731593662634
2018-05,2018-06,6749,6096,ADEQUATE,mean_freight,0.1272458367507736,0.07813611595759135,0.11816923687791736,16.32,18.35,2.030000000000001,10.219999999999999,0.1986301369863015
2018-05,2018-06,6749,6096,ADEQUATE,max_freight,0.12670599785561693,0.09774623413686227,0.13209417661241304,16.41,18.37,1.9600000000000009,10.229999999999999,0.19159335288367557
2018-05,2018-06,6749,6096,ADEQUATE,merchandise_plus_freight,0.018918011183925665,0.003905941546489823,0.026534946401385165,108.55,112.09,3.5400000000000063,114.52000000000001,0.030911631156129986
2018-05,2018-06,6749,6096,ADEQUATE,freight_price_ratio,0.08893693884463877,0.048239100023993106,0.09291705934762415,0.2023558173130348,0.24178708993928621,0.0394312726262514,0.2512280972200812,0.156954071071552
2018-06,2018-07,6096,6156,ADEQUATE,item_count,0.013198505523066895,0.0019812058706518997,0.018895443096287993,1.0,1.0,0.0,0.0,
2018-06,2018-07,6096,6156,ADEQUATE,unique_product_count,0.0048937596250760995,0.0,0.0,1.0,1.0,0.0,0.0,
2018-06,2018-07,6096,6156,ADEQUATE,unique_seller_count,0.0017955083830895058,0.0,0.0,1.0,1.0,0.0,0.0,
2018-06,2018-07,6096,6156,ADEQUATE,total_price,0.023219776621489496,0.004641266691374995,0.028922368628266807,89.9,86.0,-3.9000000000000057,103.9075,0.03753338305704598
2018-06,2018-07,6096,6156,ADEQUATE,mean_price,0.017305631021268586,0.006230939576030242,0.03350720846096392,79.9,79.0,-0.9000000000000057,97.0,0.009278350515463977
2018-06,2018-07,6096,6156,ADEQUATE,max_price,0.01624879126951234,0.004857172621215374,0.029585922636820815,79.99,79.9,-0.0899999999999892,96.66499999999999,0.0009310505353539462
2018-06,2018-07,6096,6156,ADEQUATE,min_price,0.017004727479240533,0.006810692825963661,0.03503485274765134,79.9,78.99,-0.9100000000000108,98.0,0.009285714285714395
2018-06,2018-07,6096,6156,ADEQUATE,price_range,0.0036543312202933498,0.0,0.0,0.0,0.0,0.0,0.0,
2018-06,2018-07,6096,6156,ADEQUATE,total_freight,0.020911037436109947,0.007213525342385184,0.03605811594206863,18.79,19.0,0.21000000000000085,12.510000000000002,0.01678657074340534
2018-06,2018-07,6096,6156,ADEQUATE,mean_freight,0.030296286063657307,0.00950379560642121,0.04136866202960172,18.35,18.49,0.13999999999999702,9.759999999999998,0.014344262295081664
2018-06,2018-07,6096,6156,ADEQUATE,max_freight,0.030585997656725705,0.011976147151713447,0.046430484876385895,18.37,18.52,0.14999999999999858,9.78,0.015337423312883292
2018-06,2018-07,6096,6156,ADEQUATE,merchandise_plus_freight,0.01994405304600083,0.0019504748100422963,0.018752673808249205,112.09,108.875,-3.2150000000000034,118.9825,0.027020780366860703
2018-06,2018-07,6096,6156,ADEQUATE,freight_price_ratio,0.016289082285766976,0.002587544355673418,0.02159893608290662,0.24178708993928621,0.2454932340208516,0.003706144081565388,0.2742529216622825,0.013513599268521803
2018-07,2018-08,6156,6351,ADEQUATE,item_count,0.0015981121298145329,0.0,0.0,1.0,1.0,0.0,0.0,
2018-07,2018-08,6156,6351,ADEQUATE,unique_product_count,0.002998714266728375,0.0,0.0,1.0,1.0,0.0,0.0,
2018-07,2018-08,6156,6351,ADEQUATE,unique_seller_count,0.001878033052153949,0.0,0.0,1.0,1.0,0.0,0.0,
2018-07,2018-08,6156,6351,ADEQUATE,total_price,0.03182535144348042,0.005034654904086777,0.030124934380034437,86.0,79.99,-6.010000000000005,105.0,0.05723809523809529
2018-07,2018-08,6156,6351,ADEQUATE,mean_price,0.02953326869369932,0.004482826829336802,0.02842506788718897,79.0,75.0,-4.0,98.05625,0.04079291223149977
2018-07,2018-08,6156,6351,ADEQUATE,max_price,0.028520857331488125,0.0037690129422693983,0.026066008697905062,79.9,75.8,-4.1000000000000085,97.1,0.042224510813594324
2018-07,2018-08,6156,6351,ADEQUATE,min_price,0.029763390087914288,0.004550872490364401,0.028641014140690056,78.99,74.99,-4.0,99.9,0.04004004004004004
2018-07,2018-08,6156,6351,ADEQUATE,price_range,0.002487214028703555,0.0,0.0,0.0,0.0,0.0,0.0,
2018-07,2018-08,6156,6351,ADEQUATE,total_freight,0.07179158291291488,0.027667211972874407,0.07054472492672177,19.0,18.33,-0.6700000000000017,12.725,0.052652259332023714
2018-07,2018-08,6156,6351,ADEQUATE,mean_freight,0.07253704118060333,0.029785496955591316,0.07316659557110329,18.49,18.01,-0.4799999999999969,9.770000000000001,0.04912998976458514
2018-07,2018-08,6156,6351,ADEQUATE,max_freight,0.07294172948773553,0.02895488378480305,0.07215562861459918,18.52,18.14,-0.379999999999999,9.850000000000001,0.03857868020304558
2018-07,2018-08,6156,6351,ADEQUATE,merchandise_plus_freight,0.03884209728295618,0.007956215464219757,0.037863450658641926,108.875,100.67,-8.204999999999998,119.01499999999999,0.06894088980380624
2018-07,2018-08,6156,6351,ADEQUATE,freight_price_ratio,0.040384731664182105,0.008111831929020779,0.038230722175383106,0.2454932340208516,0.2337270454349513,-0.011766188585900311,0.27942355096602267,0.0421087934256875
