previous_month,current_month,previous_orders,current_orders,sample_support,feature,ks_statistic,psi,js_distance,previous_median,current_median,median_delta,reference_iqr,robust_median_shift
2016-12,2017-01,1,750,LOW_SUPPORT,merchandise_plus_freight,0.96,0.0,0.0,19.62,104.10499999999999,84.48499999999999,0.0,
2016-12,2017-01,1,750,LOW_SUPPORT,freight_price_ratio,0.8973333333333333,0.0,0.0,0.8,0.23370818930184833,-0.5662918106981517,0.0,
2017-01,2017-02,750,1653,ADEQUATE,item_count,0.02744101633393836,0.00796756223454776,0.03785818565425848,1.0,1.0,0.0,0.0,
2017-01,2017-02,750,1653,ADEQUATE,unique_product_count,0.009505142165759262,0.0,0.0,1.0,1.0,0.0,0.0,
2017-01,2017-02,750,1653,ADEQUATE,unique_seller_count,0.0019261947973380211,0.0,0.0,1.0,1.0,0.0,0.0,
2017-01,2017-02,750,1653,ADEQUATE,total_price,0.0551796733212343,0.05099173620303894,0.09562736141193964,82.65,84.9,2.25,129.85,0.01732768579129765
2017-01,2017-02,750,1653,ADEQUATE,mean_price,0.049192982456140455,0.07396108247385026,0.11491906043934905,69.9,76.05,6.1499999999999915,109.9675,0.05592561438606853
2017-01,2017-02,750,1653,ADEQUATE,max_price,0.049059891107078035,0.07487668052952866,0.11560271016181282,69.9,76.9,7.0,112.275,0.06234691605433088
2017-01,2017-02,750,1653,ADEQUATE,min_price,0.051862068965517226,0.07918556106669704,0.11889584287253306,69.9,74.99,5.089999999999989,109.42499999999998,0.04651587845556308
2017-01,2017-02,750,1653,ADEQUATE,price_range,0.004147610405323743,0.0,0.0,0.0,0.0,0.0,0.0,
2017-01,2017-02,750,1653,ADEQUATE,total_freight,0.07945311554748946,0.23517514729940855,0.20173099250100768,18.0,17.2,-0.8000000000000007,7.577500000000004,0.1055757175849555
2017-01,2017-02,750,1653,ADEQUATE,mean_freight,0.0864706594071385,0.21447595252251567,0.19449054127478918,16.11,16.14,0.030000000000001137,5.520000000000003,0.005434782608695855
2017-01,2017-02,750,1653,ADEQUATE,max_freight,0.08682879612825156,0.13993365453184184,0.157513369804498,16.27,16.21,-0.05999999999999872,5.737500000000001,0.010457516339869057
2017-01,2017-02,750,1653,ADEQUATE,merchandise_plus_freight,0.054006049606775575,0.0407198333331212,0.08551463944812245,104.10499999999999,105.83,1.7250000000000085,141.065,0.01222840534505376
2017-01,2017-02,750,1653,ADEQUATE,freight_price_ratio,0.06761282516636417,0.05218187949323051,0.09678141911682164,0.23370818930184833,0.2322734499205087,-0.0014347393813396447,0.29687843943156056,0.004832750347538779
2017-02,2017-03,1653,2546,ADEQUATE,item_count,0.008383671479264332,0.0,0.0,1.0,1.0,0.0,0.0,
2017-02,2017-03,1653,2546,ADEQUATE,unique_product_count,0.003119610658143035,0.0,0.0,1.0,1.0,0.0,0.0,
2017-02,2017-03,1653,2546,ADEQUATE,unique_seller_count,0.0052956632445756435,0.0,0.0,1.0,1.0,0.0,0.0,
2017-02,2017-03,1653,2546,ADEQUATE,total_price,0.029575353721411096,0.008435512722868169,0.038989750711456786,84.9,84.98499999999999,0.08499999999997954,110.0,0.0007727272727270866
2017-02,2017-03,1653,2546,ADEQUATE,mean_price,0.02666341613168277,0.01409496361345216,0.05038569487783337,76.05,76.49,0.4399999999999977,97.27,0.004523491312840524
2017-02,2017-03,1653,2546,ADEQUATE,max_price,0.026726620978591575,0.014185016692377445,0.050545605280762,76.9,79.0,2.0999999999999943,100.0,0.020999999999999942
2017-02,2017-03,1653,2546,ADEQUATE,min_price,0.026600211284773967,0.015992216888518894,0.053662421602143316,74.99,75.945,0.9549999999999983,96.5,0.009896373056994801
2017-02,2017-03,1653,2546,ADEQUATE,price_range,0.004464970970916693,0.0,0.0,0.0,0.0,0.0,0.0,
