purchase_month,orders,feature,mean,std,p05,p25,median,p75,p95,min,max
2018-03,7003,unique_product_count,1.0324146794231044,0.20055687531416969,1.0,1.0,1.0,1.0,1.0,1.0,6.0
2018-03,7003,unique_seller_count,1.013280022847351,0.11816274068819693,1.0,1.0,1.0,1.0,1.0,1.0,3.0
2018-03,7003,total_price,136.13540625446237,187.43924835121314,19.791,45.0,86.9,149.9,414.35799999999904,4.99,4099.99
2018-03,7003,mean_price,124.88349916918725,176.88009745509643,18.75,40.0,79.59,142.0,370.0,4.99,4099.99
2018-03,7003,max_price,125.34873625589034,176.96430100392575,18.8,40.5,79.9,143.8,378.98999999999995,4.99,4099.99
2018-03,7003,min_price,124.4463858346423,176.92965502843555,18.610000000000003,39.99,79.0,140.0,370.0,4.99,4099.99
2018-03,7003,price_range,0.9023504212480367,9.425784183346114,0.0,0.0,0.0,0.0,0.0,0.0,250.01
2018-03,7003,total_freight,23.88147793802656,22.857452063272778,7.87,14.1,18.23,24.68,57.43799999999999,7.39,502.98
2018-03,7003,mean_freight,20.94967781556822,16.060453167425262,7.78,13.67,18.0,22.61,49.93399999999995,3.5,293.27
2018-03,7003,max_freight,21.079126088819077,16.14329222434411,7.78,13.71,18.14,22.85,50.821999999999896,3.5,293.27
2018-03,7003,merchandise_plus_freight,160.01688419248893,197.40813117328653,33.133,61.44,106.73,179.77,469.5599999999999,13.36,4175.26
2018-03,7003,freight_price_ratio,0.31801933094819673,0.3004327257720403,0.054365266798931645,0.13476340454155936,0.2332727272727272,0.3961038961038961,0.8720042797720653,0.0122864687180039,3.725274725274725
2018-04,6798,item_count,1.1513680494263019,0.5800927664141914,1.0,1.0,1.0,1.0,2.0,1.0,13.0
2018-04,6798,unique_product_count,1.0432480141218006,0.23560048643457449,1.0,1.0,1.0,1.0,1.0,1.0,5.0
2018-04,6798,unique_seller_count,1.019564577817005,0.14372148246230287,1.0,1.0,1.0,1.0,1.0,1.0,3.0
2018-04,6798,total_price,143.20889820535453,211.33223434568478,19.0,48.0,89.99,154.99,427.0,0.85,3399.99
2018-04,6798,mean_price,131.14931515571806,200.3766165618801,18.495714285714286,44.9,79.99,145.0,378.14999999999964,0.85,3399.99
2018-04,6798,max_price,131.9869814651368,200.875158738857,18.75,44.9,79.995,145.99,379.13499999999965,0.85,3399.99
2018-04,6798,min_price,130.43916151809356,200.32425577370898,18.0,42.9225,79.99,143.8,371.5994999999973,0.85,3399.99
2018-04,6798,price_range,1.5478199470432483,18.94673945447623,0.0,0.0,0.0,0.0,0.0,0.0,1074.01
2018-04,6798,total_freight,23.439958811415124,23.64873484480645,7.39,13.47,18.23,23.7075,58.01199999999997,0.0,456.47
2018-04,6798,mean_freight,20.57163001372953,17.94148507383692,7.39,12.82,18.23,22.42,50.85,0.0,409.68
2018-04,6798,max_freight,20.74925419240953,18.059368996469622,7.39,12.85,18.23,22.6875,50.85,0.0,409.68
2018-04,6798,merchandise_plus_freight,166.64885701676963,222.59853253641379,32.379999999999995,63.28,109.16,182.9875,465.49149999999975,15.18,3526.46
2018-04,6798,freight_price_ratio,0.3073893226655425,0.4682606270993703,0.04412711473764421,0.12363500369984963,0.2156559705070343,0.3748804705287123,0.8303370786516854,0.0,21.447058823529414
2018-05,6749,item_count,1.1572084753296785,0.5565530569743607,1.0,1.0,1.0,1.0,2.0,1.0,12.0
2018-05,6749,unique_product_count,1.0386723959105053,0.2306232710797176,1.0,1.0,1.0,1.0,1.0,1.0,7.0
2018-05,6749,unique_seller_count,1.0168913913172322,0.1355980744238952,1.0,1.0,1.0,1.0,1.0,1.0,3.0
2018-05,6749,total_price,144.84289376203884,224.8290128956321,18.99,48.9,89.99,150.0,436.5099999999988,4.99,4400.0
2018-05,6749,mean_price,130.3037736243112,200.35816992212966,18.9,44.0,79.98,139.97,379.95399999999995,3.9,3930.0
2018-05,6749,max_price,131.73835827530004,204.63918041938186,18.9,44.85,79.99,140.0,381.8919999999983,3.9,3930.0
2018-05,6749,min_price,129.23088457549267,199.68463399297252,18.75,42.9,79.9,139.9,379.0,3.9,3930.0
2018-05,6749,price_range,2.5074736998073788,46.59042655869921,0.0,0.0,0.0,0.0,0.0,0.0,2379.75
2018-05,6749,total_freight,22.40773892428508,21.9352703942693,7.39,12.79,17.99,23.52,57.96,0.0,371.46
2018-05,6749,mean_freight,19.589869642063373,16.96297124991313,7.39,11.73,16.32,21.95,47.67,0.0,321.88
2018-05,6749,max_freight,19.73091420951252,17.17454312993193,7.39,11.83,16.41,22.06,47.9,0.0,321.88
2018-05,6749,merchandise_plus_freight,167.2506326863239,235.047384222513,32.37,63.88,108.55,178.4,472.9599999999998,12.39,4445.5
2018-05,6749,freight_price_ratio,0.2913723347986256,0.30153565829067025,0.03518826916826859,0.1141025641025641,0.2023558173130348,0.3653306613226453,0.8465814341300724,0.0,4.674358974358975
2018-06,6096,item_count,1.1494422572178478,0.5393244800474308,1.0,1.0,1.0,1.0,2.0,1.0,12.0
2018-06,6096,unique_product_count,1.0398622047244095,0.22011760755788887,1.0,1.0,1.0,1.0,1.0,1.0,4.0
2018-06,6096,unique_seller_count,1.0187007874015748,0.14484191843144306,1.0,1.0,1.0,1.0,1.0,1.0,4.0
2018-06,6096,total_price,140.3530134514436,213.45894512913438,18.9,45.9925,89.9,149.9,399.8,3.5,4590.0
2018-06,6096,mean_price,128.1611567108799,196.02943518955462,17.0,42.0,79.9,139.0,369.9225,3.5,4590.0
2018-06,6096,max_price,128.86035104986877,196.10024267451976,17.142500000000002,42.585,79.99,139.25,378.475,3.5,4590.0
2018-06,6096,min_price,127.47948326771656,196.13157849899477,16.99,40.0,79.9,138.0,369.9225,3.5,4590.0
2018-06,6096,price_range,1.380867782152231,12.404873591135381,0.0,0.0,0.0,0.0,0.0,0.0,339.01
2018-06,6096,total_freight,25.567091535433068,22.927534853530865,7.71,14.43,18.79,26.94,64.14,7.39,325.04
2018-06,6096,mean_freight,22.625594644419447,18.48019209333817,7.61,13.71,18.35,23.47,57.5175,7.385,284.6
2018-06,6096,max_freight,22.815464238845145,18.86360157190371,7.64,13.74,18.37,23.52,57.95,7.39,284.6
2018-06,6096,merchandise_plus_freight,165.92010498687662,224.0288234749836,32.4275,63.015,112.09,181.9975,462.07,10.89,4681.78
2018-06,6096,freight_price_ratio,0.32928144863915987,0.31653128964411786,0.05881812875250163,0.13929781290859378,0.24178708993928621,0.41355073457087627,0.887550200803213,0.0116972972972972,5.208571428571429
2018-07,6156,item_count,1.1306042884990253,0.5135047306255144,1.0,1.0,1.0,1.0,2.0,1.0,11.0
2018-07,6156,unique_product_count,1.0354126055880442,0.22013955103622695,1.0,1.0,1.0,1.0,1.0,1.0,6.0
2018-07,6156,unique_seller_count,1.016406757634828,0.13206041836570429,1.0,1.0,1.0,1.0,1.0,1.0,3.0
2018-07,6156,total_price,140.91723034437948,237.17180379539406,19.9,45.0,86.0,150.0,429.9,3.0,7160.0
2018-07,6156,mean_price,129.04571080478976,209.63819854266214,18.9,41.93375,79.0,139.99,388.51250000000005,3.0,6729.0
2018-07,6156,max_price,129.83337719298245,210.01173719421482,18.9,42.9,79.9,140.0,389.92499999999995,3.0,6729.0
2018-07,6156,min_price,128.33008122157244,209.57316715330626,18.4975,40.0,78.99,139.9,384.92499999999995,3.0,6729.0
2018-07,6156,price_range,1.5032959714100067,17.13126920391246,0.0,0.0,0.0,0.0,0.0,0.0,572.0
2018-07,6156,total_freight,25.958422677063027,32.78959781800444,7.67,14.5175,19.0,27.2425,63.65,7.39,1794.96
2018-07,6156,mean_freight,23.14191682910981,20.318808664122862,7.61,13.83,18.49,23.6,57.37,3.33,375.28
2018-07,6156,max_freight,23.282813515269655,20.382930152545796,7.61,13.86,18.52,23.71,57.55,3.33,375.28
2018-07,6156,merchandise_plus_freight,166.8756530214425,250.83853529329758,32.4275,62.91,108.875,181.92499999999998,488.25750000000005,14.06,7274.88
2018-07,6156,freight_price_ratio,0.328693926968731,0.3078842890790085,0.06254896138382035,0.1403157894736842,0.2454932340208516,0.41973934043970684,0.8453259140880736,0.011830224960577,5.957516339869281
2018-08,6351,item_count,1.1245473153834042,0.48480584205760696,1.0,1.0,1.0,1.0,2.0,1.0,10.0
2018-08,6351,unique_product_count,1.0434577231931979,0.2789196447935502,1.0,1.0,1.0,1.0,1.0,1.0,8.0
2018-08,6351,unique_seller_count,1.0187372067390963,0.14676043599858812,1.0,1.0,1.0,1.0,1.0,1.0,5.0
2018-08,6351,total_price,132.03851991812314,201.52560604262771,19.0,45.0,79.99,144.5,379.96500000000003,2.2,4399.87
2018-08,6351,mean_price,122.04389648049428,191.66647783982714,18.49,42.0,75.0,134.9,349.0,2.2,4399.87
2018-08,6351,max_price,123.1441237600378,193.34838759851266,18.49,42.89,75.8,135.0,349.99,2.2,4399.87
2018-08,6351,min_price,121.15946622579122,191.35277416443094,17.945,40.825,74.99,132.04000000000002,342.8,2.2,4399.87
2018-08,6351,price_range,1.9846575342465755,30.108174642249743,0.0,0.0,0.0,0.0,0.0,0.0,1351.1
2018-08,6351,total_freight,23.132577546843017,20.733223696931866,7.5649999999999995,13.31,18.33,23.814999999999998,58.32000000000001,0.0,375.28
2018-08,6351,mean_freight,20.930198870069205,17.494206154126477,7.51,12.844999999999999,18.01,22.82,51.405,0.0,375.28
2018-08,6351,max_freight,21.05612659423713,17.555247995271028,7.51,12.87,18.14,22.939999999999998,51.695,0.0,375.28
2018-08,6351,merchandise_plus_freight,155.17109746496615,211.8971350739396,31.93,60.42,100.67,172.83,427.57,9.59,4513.32
2018-08,6351,freight_price_ratio,0.3101365518769116,0.2927711963899984,0.06111228213051005,0.13655911190141015,0.2337270454349513,0.3842572463768116,0.8253895177742874,0.0,5.291428571428571
