channel,scheme,current_month,k,sse,energy,fold_rows,relative_error
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-08,18,32226495316.425465,167523711656.1756,5,0.43859976595091876
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-08,19,32151437365.66472,167523711656.1756,5,0.4380887021477554
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-08,20,32128952330.193855,167523711656.1756,5,0.43793548718074826
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-08,21,32064073414.278233,167523711656.1756,5,0.43749309588296864
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-08,22,32042880909.8802,167523711656.1756,5,0.4373484931255562
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-08,23,32075752835.040604,167523711656.1756,5,0.4375727676181212
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-08,24,32185617584.609287,167523711656.1756,5,0.43832150651651525
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-09,0,178131251829.37427,178131251829.37427,5,1.0
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-09,1,65070250202.42928,178131251829.37427,5,0.6043954390326967
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-09,2,53997043964.82876,178131251829.37427,5,0.5505730289207341
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-09,3,43735735726.66215,178131251829.37427,5,0.49550513368782495
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-09,4,45664008535.3356,178131251829.37427,5,0.5063105260425123
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-09,5,46367489200.43108,178131251829.37427,5,0.510195624548969
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-09,6,46697077725.78338,178131251829.37427,5,0.5120056951972929
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-09,7,47304791455.73015,178131251829.37427,5,0.5153265356811596
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-09,8,50270846372.78407,178131251829.37427,5,0.5312366613277475
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-09,9,51689079674.06123,178131251829.37427,5,0.5386781250559608
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-09,10,50651416690.34239,178131251829.37427,5,0.5332437064507313
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-09,11,49656295432.23504,178131251829.37427,5,0.5279795458944525
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-09,12,48928283541.8878,178131251829.37427,5,0.5240948960156291
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-09,13,49124007784.15141,178131251829.37427,5,0.5251420990825283
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-09,14,49080698561.455986,178131251829.37427,5,0.5249105573965701
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-09,15,47801052393.48815,178131251829.37427,5,0.518022554445164
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-09,16,48047834998.328705,178131251829.37427,5,0.5193580311228825
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-09,17,48035547249.98125,178131251829.37427,5,0.5192916165918479
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-09,18,48102644948.07323,178131251829.37427,5,0.5196541721889777
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-09,19,48105052507.03636,178131251829.37427,5,0.5196671764885045
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-09,20,48110660115.51696,178131251829.37427,5,0.519697464420802
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-09,21,47966423462.80459,178131251829.37427,5,0.5189178483302871
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-09,22,47698354431.07948,178131251829.37427,5,0.5174657835881786
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-09,23,47799128362.76274,178131251829.37427,5,0.5180121289284556
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-09,24,47713281063.009476,178131251829.37427,5,0.5175467446316939
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-10,0,194423624463.40485,194423624463.40485,5,1.0
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-10,1,69777877930.31091,194423624463.40485,5,0.5990793657224539
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-10,2,53311681567.2334,194423624463.40485,5,0.5236446528770817
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-10,3,36233540656.07805,194423624463.40485,5,0.4316988280445958
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-10,4,36928338550.50103,194423624463.40485,5,0.4358182041776965
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-10,5,37151108860.00256,194423624463.40485,5,0.43713076493831887
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-10,6,37108280993.46376,194423624463.40485,5,0.4368787297062976
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-10,7,36327465128.497665,194423624463.40485,5,0.43225799010037935
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-10,8,35841836983.184654,194423624463.40485,5,0.42935904134135844
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-10,9,35949957171.35684,194423624463.40485,5,0.4300061541515673
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-10,10,36793620788.42195,194423624463.40485,5,0.4350225266524598
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-10,11,35631930573.74432,194423624463.40485,5,0.4280999323796778
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-10,12,35813977917.228874,194423624463.40485,5,0.429192143267451
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-10,13,35748176074.874916,194423624463.40485,5,0.42879767971474014
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-10,14,35702699435.38664,194423624463.40485,5,0.4285248478482218
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-10,15,35657752275.785645,194423624463.40485,5,0.4282550217440037
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-10,16,35608375154.15319,194423624463.40485,5,0.4279584056576062
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-10,17,35592203894.16254,194423624463.40485,5,0.42786121767123436
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-10,18,35619483924.37929,194423624463.40485,5,0.4280251556967148
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-10,19,35544707542.87327,194423624463.40485,5,0.42757564065336745
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-10,20,35486188999.51306,194423624463.40485,5,0.42722352901465016
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-10,21,35514396675.94708,194423624463.40485,5,0.42739329349987565
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-10,22,35479217401.90782,194423624463.40485,5,0.4271815609009228
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-10,23,35560508308.79637,194423624463.40485,5,0.42767066565749395
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-10,24,35597657252.85146,194423624463.40485,5,0.4278939943900883
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-11,0,1991785890360.7715,1991785890360.7715,5,1.0
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-11,1,1619358433618.2554,1991785890360.7715,5,0.9016752894751735
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-11,2,1668593269032.8247,1991785890360.7715,5,0.9152798847336535
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-11,3,1742258875168.1453,1991785890360.7715,5,0.93526572088433
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-11,4,1570980910441.9307,1991785890360.7715,5,0.8881046175963027
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-11,5,1555660477876.8494,1991785890360.7715,5,0.8837635457748338
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-11,6,1560289515741.817,1991785890360.7715,5,0.8850774366298152
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-11,7,1551401158225.695,1991785890360.7715,5,0.8825528665832125
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-11,8,1553595294434.6785,1991785890360.7715,5,0.8831767403635203
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-11,9,1582230109086.49,1991785890360.7715,5,0.8912786359620368
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-11,10,1596557041585.788,1991785890360.7715,5,0.8953047611017848
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-11,11,1635070155201.748,1991785890360.7715,5,0.9060389538817621
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-11,12,1609451530035.6653,1991785890360.7715,5,0.8989129256284428
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-11,13,1601407438267.3032,1991785890360.7715,5,0.8966637134910285
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-11,14,1595477238764.9783,1991785890360.7715,5,0.895001948205628
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-11,15,1596705128164.1592,1991785890360.7715,5,0.895346281555166
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-11,16,1592368381642.056,1991785890360.7715,5,0.894129547816768
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-11,17,1593418230785.4956,1991785890360.7715,5,0.8944242492439594
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-11,18,1595877826275.3823,1991785890360.7715,5,0.895114298320037
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-11,19,1598716623860.6702,1991785890360.7715,5,0.8959100732993697
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-11,20,1595801924399.0889,1991785890360.7715,5,0.8950930117085315
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-11,21,1596918945891.3032,1991785890360.7715,5,0.8954062282838795
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-11,22,1597424330406.6084,1991785890360.7715,5,0.8955479038042219
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-11,23,1596163927330.8555,1991785890360.7715,5,0.8951945305485177
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-11,24,1597111197811.0447,1991785890360.7715,5,0.8954601253166722
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-12,0,3674368059565.4375,3674368059565.4375,5,1.0
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-12,1,3440032240955.3335,3674368059565.4375,5,0.9675867840806204
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-12,2,3141776459675.0444,3674368059565.4375,5,0.9246903216463549
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-12,3,3040033051822.7637,3674368059565.4375,5,0.9095944966924341
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-12,4,3352850337820.909,3674368059565.4375,5,0.9552471606167309
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-12,5,5062556187623.53,3674368059565.4375,5,1.173798633450491
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-12,6,5226752505760.27,3674368059565.4375,5,1.192681930083384
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-12,7,5334279880805.906,3674368059565.4375,5,1.204887699409517
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-12,8,5468590935114.214,3674368059565.4375,5,1.2199622450991259
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-12,9,5750878776613.296,3674368059565.4375,5,1.2510531996433738
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-12,10,6180956539443.099,3674368059565.4375,5,1.296989667731407
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-12,11,6426676817766.97,3674368059565.4375,5,1.3225189444474372
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-12,12,6392357015059.101,3674368059565.4375,5,1.318982953061272
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-12,13,6495952409195.755,3674368059565.4375,5,1.3296278056345765
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-12,14,6530984861750.2295,3674368059565.4375,5,1.333208303735625
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-12,15,6574755570945.732,3674368059565.4375,5,1.3376684292577956
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-12,16,6574097165909.271,3674368059565.4375,5,1.3376014496057116
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-12,17,6581505611220.1875,3674368059565.4375,5,1.3383549186149217
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-12,18,6585654998887.885,3674368059565.4375,5,1.3387767429438715
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-12,19,6583724483963.933,3674368059565.4375,5,1.3385805044590833
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-12,20,6595660601432.34,3674368059565.4375,5,1.339793360424061
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-12,21,6598255357195.128,3674368059565.4375,5,1.340056874187856
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-12,22,6596373654387.498,3674368059565.4375,5,1.3398657805995118
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-12,23,6583466564617.965,3674368059565.4375,5,1.3385542845595098
purchase_freight,HOLDOUT_06_CONTIGUOUS,2017-12,24,6580440394045.648,3674368059565.4375,5,1.338246607810468
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-01,0,647715862221.674,647715862221.674,5,1.0
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-01,1,496843948161.1145,647715862221.674,5,0.8758258025228423
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-01,2,444412833635.5191,647715862221.674,5,0.8283254965879118
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-01,3,396555760849.16846,647715862221.674,5,0.7824558921161827
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-01,4,380653354317.2967,647715862221.674,5,0.7666066180473111
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-01,5,365110882004.4251,647715862221.674,5,0.7507928397813115
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-01,6,356435412186.21375,647715862221.674,5,0.7418193476357423
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-01,7,354688673998.66547,647715862221.674,5,0.7399994448744929
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-01,8,356433021555.08203,647715862221.674,5,0.741816859920802
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-01,9,363494280783.7179,647715862221.674,5,0.7491288533397202
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-01,10,360386606203.4404,647715862221.674,5,0.7459196612224187
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-01,11,355372841653.11707,647715862221.674,5,0.740712802547057
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-01,12,352963133117.6235,647715862221.674,5,0.7381972219841354
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-01,13,348195657693.87354,647715862221.674,5,0.7331948553740764
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-01,14,343948825895.9492,647715862221.674,5,0.7287098655806673
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-01,15,337994965786.6093,647715862221.674,5,0.7223752362072328
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-01,16,335761469391.88043,647715862221.674,5,0.7199845249585353
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-01,17,332539092219.5779,647715862221.674,5,0.7165212700602519
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-01,18,331626805646.36676,647715862221.674,5,0.7155377440834771
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-01,19,330860935244.63965,647715862221.674,5,0.7147110226998507
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-01,20,330489227978.72327,647715862221.674,5,0.714309437155945
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-01,21,330531842606.7645,647715862221.674,5,0.7143554886565563
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-01,22,330322727406.7207,647715862221.674,5,0.7141294798333012
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-01,23,330418136104.7887,647715862221.674,5,0.7142326051091319
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-01,24,330443604470.76526,647715862221.674,5,0.714260130818046
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-02,0,783166030125.1906,783166030125.1906,5,1.0
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-02,1,307888234751.02734,783166030125.1906,5,0.627003010402546
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-02,2,248723132903.74942,783166030125.1906,5,0.5635483322525964
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-02,3,227940299808.20285,783166030125.1906,5,0.5394902953437727
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-02,4,226124608762.39777,783166030125.1906,5,0.5373373057467101
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-02,5,222090704592.2757,783166030125.1906,5,0.5325228775894207
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-02,6,221827523352.8922,783166030125.1906,5,0.5322072597524662
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-02,7,221953412780.01807,783166030125.1906,5,0.5323582549108464
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-02,8,217753038547.0069,783166030125.1906,5,0.5272968672469669
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-02,9,216074149030.97885,783166030125.1906,5,0.5252601880436485
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-02,10,209771820374.09305,783166030125.1906,5,0.5175432546944577
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-02,11,204248259197.53168,783166030125.1906,5,0.5106840113478402
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-02,12,201291786762.35645,783166030125.1906,5,0.5069744895471519
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-02,13,195396379842.93747,783166030125.1906,5,0.49949521911473593
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-02,14,191831448671.33908,783166030125.1906,5,0.4949176959416438
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-02,15,187600820603.5935,783166030125.1906,5,0.4894298419852137
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-02,16,184572986605.81262,783166030125.1906,5,0.4854641330754045
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-02,17,181930963687.53595,783166030125.1906,5,0.48197708324897554
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-02,18,181186406791.35712,783166030125.1906,5,0.4809898206432807
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-02,19,180292645109.521,783166030125.1906,5,0.4798020336173758
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-02,20,179148367900.80396,783166030125.1906,5,0.47827701177264187
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-02,21,178264691347.3683,783166030125.1906,5,0.47709596652394287
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-02,22,176987768495.83414,783166030125.1906,5,0.4753841591418671
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-02,23,176562753611.71133,783166030125.1906,5,0.474813027057997
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-02,24,176204686991.85086,783166030125.1906,5,0.4743313258596615
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-03,0,1087918519768.833,1087918519768.833,5,1.0
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-03,1,250910449011.73596,1087918519768.833,5,0.48024316095249886
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-03,2,230884046147.0976,1087918519768.833,5,0.46067938394084673
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-03,3,230542515235.1859,1087918519768.833,5,0.4603385321583748
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-03,4,231104002690.35272,1087918519768.833,5,0.4608987696554794
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-03,5,228847488850.61426,1087918519768.833,5,0.45864312798247436
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-03,6,223001038810.59766,1087918519768.833,5,0.45274666313994855
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-03,7,216596782399.36285,1087918519768.833,5,0.44619820152660344
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-03,8,210638045978.5935,1087918519768.833,5,0.44001777811897946
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-03,9,204442698412.30887,1087918519768.833,5,0.4334985182314083
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-03,10,196511976518.01678,1087918519768.833,5,0.42500723867766416
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-03,11,191711711734.78705,1087918519768.833,5,0.4197842474604313
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-03,12,189343285085.9251,1087918519768.833,5,0.4171831595952854
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-03,13,185117983990.02557,1087918519768.833,5,0.41250205937436474
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-03,14,184700171615.56915,1087918519768.833,5,0.41203628663054
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-03,15,182433921108.42392,1087918519768.833,5,0.4095006650334164
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-03,16,182149487867.0632,1087918519768.833,5,0.40918131368808464
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-03,17,182497485012.76392,1087918519768.833,5,0.4095719982428053
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-03,18,182465032594.88177,1087918519768.833,5,0.40953558077496305
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-03,19,182869519657.08734,1087918519768.833,5,0.40998925712945966
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-03,20,183606154898.09882,1087918519768.833,5,0.410814186852615
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-03,21,184509146814.6688,1087918519768.833,5,0.4118231587526664
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-03,22,185359801255.30914,1087918519768.833,5,0.412771394539576
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-03,23,185822623147.5236,1087918519768.833,5,0.413286394378483
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-03,24,186156788448.5961,1087918519768.833,5,0.4136578344559932
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-04,0,893496272852.0038,893496272852.0038,5,1.0
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-04,1,340245308564.3718,893496272852.0038,5,0.6170916930742943
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-04,2,318990881925.4486,893496272852.0038,5,0.5975066759750128
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-04,3,315424689938.53687,893496272852.0038,5,0.5941573443695617
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-04,4,317431056748.4807,893496272852.0038,5,0.5960440195927543
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-04,5,302613149004.54266,893496272852.0038,5,0.5819658821643814
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-04,6,291340975228.08215,893496272852.0038,5,0.5710240661207412
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-04,7,281735373690.2574,893496272852.0038,5,0.5615317496862644
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-04,8,274919627184.2527,893496272852.0038,5,0.5546978729564006
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-04,9,262299198985.9122,893496272852.0038,5,0.5418163540824235
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-04,10,251461760633.3175,893496272852.0038,5,0.5305051489126185
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-04,11,244504736130.83997,893496272852.0038,5,0.5231151108584241
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-04,12,240767297024.682,893496272852.0038,5,0.519101610152847
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-04,13,237158822241.61926,893496272852.0038,5,0.5151969340359881
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-04,14,233769726823.74548,893496272852.0038,5,0.5115025016066493
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-04,15,229868176439.51105,893496272852.0038,5,0.5072161259770985
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-04,16,228522391642.11685,893496272852.0038,5,0.5057291742179941
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-04,17,227322437848.06644,893496272852.0038,5,0.5043996537967459
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-04,18,227417513344.29376,893496272852.0038,5,0.504505123002934
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-04,19,228052526031.93707,893496272852.0038,5,0.505208991017778
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-04,20,227491212212.02917,893496272852.0038,5,0.5045868635072998
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-04,21,227691931212.17032,893496272852.0038,5,0.5048094168079954
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-04,22,227747335483.75488,893496272852.0038,5,0.5048708307032655
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-04,23,227854215283.06433,893496272852.0038,5,0.5049892825034553
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-04,24,228638467679.31628,893496272852.0038,5,0.5058575983638314
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-05,0,1026248821637.1643,1026248821637.1643,5,1.0
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-05,1,488596876496.86694,1026248821637.1643,5,0.6899998676165014
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-05,2,458245784386.30725,1026248821637.1643,5,0.6682252827865999
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-05,3,429783291072.4434,1026248821637.1643,5,0.6471402730989968
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-05,4,405026005054.6221,1026248821637.1643,5,0.6282248603346097
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-05,5,365836568608.52277,1026248821637.1643,5,0.597058962170012
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-05,6,335854506575.5266,1026248821637.1643,5,0.5720701065284219
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-05,7,320948066915.1302,1026248821637.1643,5,0.559230753577477
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-05,8,316409656667.366,1026248821637.1643,5,0.555262736398241
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-05,9,307734070822.5795,1026248821637.1643,5,0.5475974980747293
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-05,10,299717648515.9982,1026248821637.1643,5,0.5404180207790508
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-05,11,294066089910.8096,1026248821637.1643,5,0.5352986372115924
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-05,12,289146679596.01575,1026248821637.1643,5,0.5308022669761489
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-05,13,284548634139.3595,1026248821637.1643,5,0.5265649128264859
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-05,14,282777020700.4676,1026248821637.1643,5,0.5249231442072012
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-05,15,280759291338.44617,1026248821637.1643,5,0.5230470211385059
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-05,16,279060512785.1549,1026248821637.1643,5,0.5214622308294975
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-05,17,279480652280.5374,1026248821637.1643,5,0.5218546268671916
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-05,18,279817615486.86096,1026248821637.1643,5,0.5221691259846006
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-05,19,279215781809.3501,1026248821637.1643,5,0.5216072812194242
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-05,20,278106882929.29584,1026248821637.1643,5,0.5205704752864234
purchase_freight,HOLDOUT_06_CONTIGUOUS,2018-05,21,277961816963.9531,1026248821637.1643,5,0.520434687728611
