channel,scheme,block_length_months,k,selection_count,selection_pct
purchase_volume,HOLDOUT_15_CONTIGUOUS,3,6,7,0.35
purchase_volume,HOLDOUT_15_CONTIGUOUS,3,7,0,0.0
purchase_volume,HOLDOUT_15_CONTIGUOUS,3,8,26,1.3
purchase_volume,HOLDOUT_15_CONTIGUOUS,3,9,0,0.0
purchase_volume,HOLDOUT_15_CONTIGUOUS,3,10,0,0.0
purchase_volume,HOLDOUT_15_CONTIGUOUS,3,11,0,0.0
purchase_volume,HOLDOUT_15_CONTIGUOUS,3,12,114,5.7
purchase_volume,HOLDOUT_15_CONTIGUOUS,3,13,0,0.0
purchase_volume,HOLDOUT_15_CONTIGUOUS,3,14,30,1.5
purchase_volume,HOLDOUT_15_CONTIGUOUS,3,15,370,18.5
purchase_volume,HOLDOUT_15_CONTIGUOUS,4,0,0,0.0
purchase_volume,HOLDOUT_15_CONTIGUOUS,4,1,837,41.85
purchase_volume,HOLDOUT_15_CONTIGUOUS,4,2,664,33.2
purchase_volume,HOLDOUT_15_CONTIGUOUS,4,3,16,0.8
purchase_volume,HOLDOUT_15_CONTIGUOUS,4,4,32,1.6
purchase_volume,HOLDOUT_15_CONTIGUOUS,4,5,0,0.0
purchase_volume,HOLDOUT_15_CONTIGUOUS,4,6,4,0.2
purchase_volume,HOLDOUT_15_CONTIGUOUS,4,7,1,0.05
purchase_volume,HOLDOUT_15_CONTIGUOUS,4,8,48,2.4
purchase_volume,HOLDOUT_15_CONTIGUOUS,4,9,0,0.0
purchase_volume,HOLDOUT_15_CONTIGUOUS,4,10,0,0.0
purchase_volume,HOLDOUT_15_CONTIGUOUS,4,11,4,0.2
purchase_volume,HOLDOUT_15_CONTIGUOUS,4,12,101,5.05
purchase_volume,HOLDOUT_15_CONTIGUOUS,4,13,1,0.05
purchase_volume,HOLDOUT_15_CONTIGUOUS,4,14,20,1.0
purchase_volume,HOLDOUT_15_CONTIGUOUS,4,15,272,13.6
