removed_width,removed_start,removed_end,removed_months,remaining_months,k,mean_delta_ap_after_deletion,functional_better_after_deletion
3,2018-01,2018-03,2018-01|2018-02|2018-03,14,6,-0.005359167944168429,False
3,2018-01,2018-03,2018-01|2018-02|2018-03,14,10,-0.006185752272230659,False
3,2018-01,2018-03,2018-01|2018-02|2018-03,14,15,-0.007961271067444507,False
3,2018-01,2018-03,2018-01|2018-02|2018-03,14,20,-0.008330251507113478,False
3,2018-01,2018-03,2018-01|2018-02|2018-03,14,23,-0.00787527017102171,False
3,2018-01,2018-03,2018-01|2018-02|2018-03,14,25,-0.007161913657340341,False
3,2018-01,2018-03,2018-01|2018-02|2018-03,14,27,-0.006678623791604381,False
3,2018-01,2018-03,2018-01|2018-02|2018-03,14,30,-0.006307308362247702,False
3,2018-02,2018-04,2018-02|2018-03|2018-04,14,1,-0.004892150428994328,False
3,2018-02,2018-04,2018-02|2018-03|2018-04,14,2,-0.0054467928949578776,False
3,2018-02,2018-04,2018-02|2018-03|2018-04,14,3,-0.006311385902517566,False
3,2018-02,2018-04,2018-02|2018-03|2018-04,14,4,-0.00943860115508431,False
3,2018-02,2018-04,2018-02|2018-03|2018-04,14,5,-0.007679057875521666,False
3,2018-02,2018-04,2018-02|2018-03|2018-04,14,6,-0.006817968275096829,False
3,2018-02,2018-04,2018-02|2018-03|2018-04,14,10,-0.0072208232705488805,False
3,2018-02,2018-04,2018-02|2018-03|2018-04,14,15,-0.008996714656750473,False
3,2018-02,2018-04,2018-02|2018-03|2018-04,14,20,-0.009577709103621638,False
3,2018-02,2018-04,2018-02|2018-03|2018-04,14,23,-0.009155985029285604,False
3,2018-02,2018-04,2018-02|2018-03|2018-04,14,25,-0.00846544917906938,False
3,2018-02,2018-04,2018-02|2018-03|2018-04,14,27,-0.007917551266620951,False
3,2018-02,2018-04,2018-02|2018-03|2018-04,14,30,-0.007465921883888691,False
3,2018-03,2018-05,2018-03|2018-04|2018-05,14,1,-0.00996642724192503,False
3,2018-03,2018-05,2018-03|2018-04|2018-05,14,2,-0.011532256767596408,False
3,2018-03,2018-05,2018-03|2018-04|2018-05,14,3,-0.012532861184247845,False
3,2018-03,2018-05,2018-03|2018-04|2018-05,14,4,-0.015380521270401987,False
3,2018-03,2018-05,2018-03|2018-04|2018-05,14,5,-0.013684836631122918,False
3,2018-03,2018-05,2018-03|2018-04|2018-05,14,6,-0.012695315707084709,False
3,2018-03,2018-05,2018-03|2018-04|2018-05,14,10,-0.013162173772313832,False
3,2018-03,2018-05,2018-03|2018-04|2018-05,14,15,-0.014962424704774602,False
3,2018-03,2018-05,2018-03|2018-04|2018-05,14,20,-0.015274682980329881,False
3,2018-03,2018-05,2018-03|2018-04|2018-05,14,23,-0.014942130460467214,False
3,2018-03,2018-05,2018-03|2018-04|2018-05,14,25,-0.014321860867410385,False
3,2018-03,2018-05,2018-03|2018-04|2018-05,14,27,-0.013619276330417417,False
3,2018-03,2018-05,2018-03|2018-04|2018-05,14,30,-0.01308148198042589,False
3,2018-04,2018-06,2018-04|2018-05|2018-06,14,1,-0.0154937355090066,False
3,2018-04,2018-06,2018-04|2018-05|2018-06,14,2,-0.016933003289938808,False
3,2018-04,2018-06,2018-04|2018-05|2018-06,14,3,-0.01801202363752042,False
3,2018-04,2018-06,2018-04|2018-05|2018-06,14,4,-0.020655182667734008,False
3,2018-04,2018-06,2018-04|2018-05|2018-06,14,5,-0.019138820291061835,False
3,2018-04,2018-06,2018-04|2018-05|2018-06,14,6,-0.018090138989654274,False
3,2018-04,2018-06,2018-04|2018-05|2018-06,14,10,-0.018616679680636943,False
3,2018-04,2018-06,2018-04|2018-05|2018-06,14,15,-0.020287940399156427,False
3,2018-04,2018-06,2018-04|2018-05|2018-06,14,20,-0.02044073375628136,False
3,2018-04,2018-06,2018-04|2018-05|2018-06,14,23,-0.020142918000489524,False
3,2018-04,2018-06,2018-04|2018-05|2018-06,14,25,-0.019392431412117637,False
3,2018-04,2018-06,2018-04|2018-05|2018-06,14,27,-0.018835776800523615,False
3,2018-04,2018-06,2018-04|2018-05|2018-06,14,30,-0.0183592394306015,False
3,2018-05,2018-07,2018-05|2018-06|2018-07,14,1,-0.015030979399422358,False
3,2018-05,2018-07,2018-05|2018-06|2018-07,14,2,-0.017778873800431576,False
3,2018-05,2018-07,2018-05|2018-06|2018-07,14,3,-0.018417946163855472,False
3,2018-05,2018-07,2018-05|2018-06|2018-07,14,4,-0.02112738956763758,False
3,2018-05,2018-07,2018-05|2018-06|2018-07,14,5,-0.019202444515810272,False
3,2018-05,2018-07,2018-05|2018-06|2018-07,14,6,-0.018384801650704764,False
3,2018-05,2018-07,2018-05|2018-06|2018-07,14,10,-0.019497881419910268,False
3,2018-05,2018-07,2018-05|2018-06|2018-07,14,15,-0.020925271304860195,False
3,2018-05,2018-07,2018-05|2018-06|2018-07,14,20,-0.02102179072215506,False
3,2018-05,2018-07,2018-05|2018-06|2018-07,14,23,-0.020680564396695165,False
3,2018-05,2018-07,2018-05|2018-06|2018-07,14,25,-0.019846082058601396,False
3,2018-05,2018-07,2018-05|2018-06|2018-07,14,27,-0.019319642223469498,False
3,2018-05,2018-07,2018-05|2018-06|2018-07,14,30,-0.01896364551282636,False
3,2018-06,2018-08,2018-06|2018-07|2018-08,14,1,-0.013987801924847273,False
3,2018-06,2018-08,2018-06|2018-07|2018-08,14,2,-0.016431694554419073,False
3,2018-06,2018-08,2018-06|2018-07|2018-08,14,3,-0.016998165572605424,False
3,2018-06,2018-08,2018-06|2018-07|2018-08,14,4,-0.019641874977496913,False
3,2018-06,2018-08,2018-06|2018-07|2018-08,14,5,-0.017823055554139076,False
3,2018-06,2018-08,2018-06|2018-07|2018-08,14,6,-0.017899107623293133,False
3,2018-06,2018-08,2018-06|2018-07|2018-08,14,10,-0.018703515728641585,False
3,2018-06,2018-08,2018-06|2018-07|2018-08,14,15,-0.02039289776585604,False
3,2018-06,2018-08,2018-06|2018-07|2018-08,14,20,-0.02058275581782191,False
3,2018-06,2018-08,2018-06|2018-07|2018-08,14,23,-0.02047709706622452,False
3,2018-06,2018-08,2018-06|2018-07|2018-08,14,25,-0.019706134810956632,False
3,2018-06,2018-08,2018-06|2018-07|2018-08,14,27,-0.0192487311585965,False
3,2018-06,2018-08,2018-06|2018-07|2018-08,14,30,-0.018757381730418965,False
