current_month,historical_orders,current_orders,sample_support,feature,ks_statistic,psi,js_distance,wasserstein,normalized_wasserstein,historical_median,current_median,median_delta,reference_iqr,robust_median_shift
2017-04,5216,2303,ADEQUATE,max_freight,0.02445987695430607,0.020936774828763806,0.06129326401016829,0.5088582443811641,0.07505283840430148,16.05,16.05,0.0,6.780000000000001,0.0
2017-04,5216,2303,ADEQUATE,merchandise_plus_freight,0.020380941503347128,0.0063048435584031745,0.03370599280492799,7.4575996649474705,0.062380591091154076,103.79,103.63,-0.1600000000000108,119.55000000000001,0.001338352153910588
2017-04,5216,2303,ADEQUATE,freight_price_ratio,0.03010685249168199,0.006468673902505442,0.03414358052594414,0.011686095997014829,0.043368592916151895,0.2313187598228318,0.2236734693877551,-0.007645290435076696,0.26945988355233313,0.028372648033123143
2017-05,7519,3545,ADEQUATE,item_count,0.002129668309956978,0.0,0.0,0.008753414715630292,,1.0,1.0,0.0,0.0,
2017-05,7519,3545,ADEQUATE,unique_product_count,0.0053528334706755,0.0,0.0,0.006820033348521326,,1.0,1.0,0.0,0.0,
2017-05,7519,3545,ADEQUATE,unique_seller_count,0.00344094912540327,0.0,0.0,0.003573945534500189,,1.0,1.0,0.0,0.0,
2017-05,7519,3545,ADEQUATE,total_price,0.027802514776388787,0.014178023478895876,0.05053157640565953,9.603204737748559,0.08317343441666862,84.99,87.9,2.910000000000011,115.46000000000001,0.02520353369132176
2017-05,7519,3545,ADEQUATE,mean_price,0.026684369507918942,0.01667368214347711,0.054794214974903166,9.733059519044566,0.09646243329082821,78.0,79.0,1.0,100.9,0.009910802775024777
2017-05,7519,3545,ADEQUATE,max_price,0.027760196031829887,0.017432245137128606,0.05602257195021358,9.78060981423469,0.09693369488835174,79.0,79.9,0.9000000000000057,100.9,0.008919722497522355
2017-05,7519,3545,ADEQUATE,min_price,0.024228569241888598,0.019030983949672415,0.058521972074321166,9.772289694691741,0.09723671338001733,76.05,79.0,2.950000000000003,100.5,0.029353233830845798
2017-05,7519,3545,ADEQUATE,price_range,0.006566758663665628,0.0,0.0,0.35098232198223683,,0.0,0.0,0.0,0.0,
2017-05,7519,3545,ADEQUATE,total_freight,0.054895177632742695,0.1290185008498796,0.15078921171329676,0.9370247341431719,0.10434573876872738,16.97,16.46,-0.509999999999998,8.98,0.05679287305122472
2017-05,7519,3545,ADEQUATE,mean_freight,0.05662326806880022,0.3507286821688081,0.2462161543281623,1.0431617871303331,0.1547717785059841,16.05,15.87,-0.1800000000000015,6.740000000000002,0.02670623145400615
2017-05,7519,3545,ADEQUATE,max_freight,0.05682488237133535,0.16804834019268117,0.17248007667892915,1.004343875065158,0.1467266435449464,16.05,16.05,0.0,6.844999999999999,0.0
2017-05,7519,3545,ADEQUATE,merchandise_plus_freight,0.028341253403929623,0.009621498460236366,0.041634139669589475,9.62923605624568,0.07910647817823521,103.75,104.28,0.5300000000000011,121.725,0.004354076812487173
2017-05,7519,3545,ADEQUATE,freight_price_ratio,0.0274150431506755,0.005484549820185954,0.03144247891379472,0.009686738417059882,0.036041334534763395,0.2270206382398399,0.2180257510729613,-0.008994887166878601,0.2687674732942148,0.033467171665642975
2017-06,11064,3135,ADEQUATE,item_count,0.01334497503866161,0.0,0.0,0.022023494448999426,,1.0,1.0,0.0,0.0,
2017-06,11064,3135,ADEQUATE,unique_product_count,0.0019212273436499672,0.0,0.0,0.0030378277581155633,,1.0,1.0,0.0,0.0,
2017-06,11064,3135,ADEQUATE,unique_seller_count,0.0012861230180558625,0.0,0.0,0.0013765062429292874,,1.0,1.0,0.0,0.0,
