channel,temporal_tests,first_test_month,last_test_month,raw_k90_median,raw_k90_min,raw_k90_max,smooth_k90_median,smooth_k90_min,smooth_k90_max,k90_delta_median,k90_reduction_mean,raw_future_error_mean,raw_future_error_median,raw_future_error_p95,smooth_internal_future_error_mean,smooth_internal_future_error_median,smooth_end_to_end_raw_error_mean,smooth_end_to_end_raw_error_median,smooth_end_to_end_raw_error_p95,paired_end_to_end_delta_mean,paired_end_to_end_delta_median,paired_end_to_end_ratio_mean,smooth_better_end_to_end_folds,smooth_better_end_to_end_fold_pct,smooth_test_distortion_mean,smooth_test_distortion_p95,raw_basis_mean_angle_deg_mean,smooth_basis_mean_angle_deg_mean,raw_basis_max_angle_deg_max,smooth_basis_max_angle_deg_max,smooth_negative_cell_pct_mean,smooth_negative_cell_pct_max
purchase_freight,17,2017-04,2018-08,13.0,8,15,7.0,5,11,-4.0,4.176470588235294,0.31000395822980054,0.27950222510217243,0.5271118719292485,0.30134688944465754,0.2547505996606136,0.37526740899319905,0.3549542640087271,0.608575585439854,0.06526345076339855,0.06933443343079768,1.2396055419572904,0,0.0,0.11964935049518752,0.14802313775801854,39.40972251580197,38.298412264736356,89.8556865886729,89.88839388795226,0.0,0.0
purchase_volume,17,2017-04,2018-08,10.0,7,15,6.0,5,11,-4.0,3.4705882352941178,0.3055432295575605,0.2679583646399413,0.5925005698619252,0.29988519614025044,0.2538986885396034,0.3650761651014878,0.31617976196322967,0.6407153765869911,0.059532935543927384,0.059693472730836694,1.24393877753716,0,0.0,0.11000629267343787,0.14211891936215448,38.83405481398702,39.552543178401756,89.53428943534992,89.9271584301602,0.0,0.0
