test_month,fit_cutoff,k,functional_dimensions,total_model_dimensions,train_rows,train_positive,train_positive_pct,test_rows,test_positive,test_prevalence,average_precision,ap_lift_over_prevalence,roc_auc,log_loss,brier_score,recall_at_05pct,recall_at_10pct,recall_at_20pct,convergence_warning,n_iter,coef_finite
2017-06,2017-06-01,6,12,25,9834,324,3.294691885295912,3135,95,0.030303030303030304,0.038390460512529645,1.2668851969134782,0.5519217451523546,0.14122708405357215,0.03029887080237473,0.06315789473684211,0.1368421052631579,0.25263157894736843,0,31,True
2017-06,2017-06-01,10,20,33,9834,324,3.294691885295912,3135,95,0.030303030303030304,0.036483317580738014,1.2039494801643544,0.5531925207756232,0.1440427752936389,0.030867736699845938,0.05263157894736842,0.1368421052631579,0.2,0,31,True
2017-06,2017-06-01,15,30,43,9834,324,3.294691885295912,3135,95,0.030303030303030304,0.03399701488081239,1.1219014910668088,0.5369148199445983,0.14844791550082875,0.03183788635464977,0.06315789473684211,0.07368421052631578,0.18947368421052632,0,28,True
2017-06,2017-06-01,20,40,53,9834,324,3.294691885295912,3135,95,0.030303030303030304,0.03276332381329617,1.0811896858387735,0.5214404432132964,0.15213652794176585,0.03237143369758986,0.042105263157894736,0.06315789473684211,0.18947368421052632,0,35,True
2017-06,2017-06-01,23,46,59,9834,324,3.294691885295912,3135,95,0.030303030303030304,0.041632030473181626,1.3738570056149937,0.5361911357340721,0.1584788606773225,0.03446180217079161,0.042105263157894736,0.07368421052631578,0.14736842105263157,0,25,True
2017-06,2017-06-01,25,50,63,9834,324,3.294691885295912,3135,95,0.030303030303030304,0.033502688074043205,1.1055887064434258,0.5450173130193905,0.1574524807683604,0.03418447064689762,0.031578947368421054,0.08421052631578947,0.1368421052631579,0,33,True
2017-06,2017-06-01,27,54,67,9834,324,3.294691885295912,3135,95,0.030303030303030304,0.031847915665980955,1.0509812169773716,0.539494459833795,0.16065678301560146,0.03484603143606466,0.031578947368421054,0.08421052631578947,0.14736842105263157,0,30,True
2017-06,2017-06-01,30,60,73,9834,324,3.294691885295912,3135,95,0.030303030303030304,0.030347914349764766,1.0014811735422373,0.5212984764542937,0.16498877468946987,0.03579832291467286,0.042105263157894736,0.06315789473684211,0.11578947368421053,0,36,True
2017-07,2017-07-01,0,0,13,13057,417,3.1936892088534883,3872,108,0.027892561983471075,0.05428089617371594,1.9460706480058159,0.6328312571338608,0.12598473248331332,0.027032096890443735,0.14814814814814814,0.23148148148148148,0.4351851851851852,0,13,True
2017-07,2017-07-01,1,2,15,13057,417,3.1936892088534883,3872,108,0.027892561983471075,0.051515099877179886,1.8469117289300048,0.6097310780493566,0.12591431577799175,0.027037111145326715,0.1388888888888889,0.24074074074074073,0.37037037037037035,0,35,True
2017-07,2017-07-01,2,4,17,13057,417,3.1936892088534883,3872,108,0.027892561983471075,0.0328909455962338,1.1792013087834934,0.5603672216318337,0.12733398348751568,0.027130264154773685,0.037037037037037035,0.07407407407407407,0.25925925925925924,0,23,True
2017-07,2017-07-01,3,6,19,13057,417,3.1936892088534883,3872,108,0.027892561983471075,0.03139264653904711,1.1254845129554667,0.5395486480103908,0.12820391931493536,0.02717186636252108,0.046296296296296294,0.07407407407407407,0.2222222222222222,0,25,True
2017-07,2017-07-01,4,8,21,13057,417,3.1936892088534883,3872,108,0.027892561983471075,0.03133111306738097,1.1232784240453622,0.5407663242413507,0.1281655521322445,0.027170506038508818,0.046296296296296294,0.07407407407407407,0.24074074074074073,0,23,True
2017-07,2017-07-01,5,10,23,13057,417,3.1936892088534883,3872,108,0.027892561983471075,0.03337405756981902,1.1965217676883262,0.564785295391034,0.1278359942201992,0.027147262435868263,0.05555555555555555,0.08333333333333333,0.23148148148148148,0,31,True
2017-07,2017-07-01,6,12,25,13057,417,3.1936892088534883,3872,108,0.027892561983471075,0.03289199871140209,1.1792390649124898,0.5639956508048962,0.12784963238114927,0.027149623199905652,0.037037037037037035,0.08333333333333333,0.25925925925925924,0,24,True
2017-07,2017-07-01,10,20,33,13057,417,3.1936892088534883,3872,108,0.027892561983471075,0.03345679184948443,1.19948794482596,0.5365917857283425,0.12843427683478525,0.027162523790050137,0.06481481481481481,0.14814814814814814,0.25,0,24,True
2017-07,2017-07-01,15,30,43,13057,417,3.1936892088534883,3872,108,0.027892561983471075,0.03581041995941837,1.283869871137666,0.5485471523595858,0.12816685962859095,0.02714218417401494,0.08333333333333333,0.12962962962962962,0.25925925925925924,0,25,True
2017-07,2017-07-01,20,40,53,13057,417,3.1936892088534883,3872,108,0.027892561983471075,0.03449008830039795,1.2365335361031562,0.5250349313181406,0.1293182153692949,0.02718537443034878,0.08333333333333333,0.12962962962962962,0.2222222222222222,0,29,True
2017-07,2017-07-01,23,46,59,13057,417,3.1936892088534883,3872,108,0.027892561983471075,0.03135120536084078,1.1239987699738472,0.5185554177982447,0.1294043572170178,0.027200177322986463,0.07407407407407407,0.12962962962962962,0.2037037037037037,0,32,True
2017-07,2017-07-01,25,50,63,13057,417,3.1936892088534883,3872,108,0.027892561983471075,0.03793517215160465,1.360046171953826,0.541400991852639,0.1295628519657036,0.027164381287827923,0.08333333333333333,0.12037037037037036,0.25,0,25,True
2017-07,2017-07-01,27,54,67,13057,417,3.1936892088534883,3872,108,0.027892561983471075,0.03459954816985135,1.2404578751265225,0.5156821938835754,0.13156809847594386,0.027258259651798452,0.07407407407407407,0.10185185185185185,0.24074074074074073,0,27,True
2017-07,2017-07-01,30,60,73,13057,417,3.1936892088534883,3872,108,0.027892561983471075,0.03431404592167058,1.2302220908213748,0.5149343684811272,0.1315679565392959,0.027249116455287603,0.07407407407407407,0.12037037037037036,0.2222222222222222,0,31,True
2017-08,2017-08-01,0,0,13,16512,507,3.0704941860465116,4193,122,0.02909611256856666,0.03641582322908044,1.2515700557338876,0.5483387092227712,0.13128888133524352,0.028235441820916772,0.07377049180327869,0.1721311475409836,0.27049180327868855,0,35,True
