test_month,fit_cutoff,k,functional_dimensions,total_model_dimensions,train_rows,train_positive,train_positive_pct,test_rows,test_positive,test_prevalence,average_precision,ap_lift_over_prevalence,roc_auc,log_loss,brier_score,recall_at_05pct,recall_at_10pct,recall_at_20pct,convergence_warning,n_iter,coef_finite
2017-08,2017-08-01,1,2,15,16512,507,3.0704941860465116,4193,122,0.02909611256856666,0.03513808951776052,1.2076558143276217,0.5287207396579565,0.13166489268120968,0.02825279505629032,0.07377049180327869,0.1557377049180328,0.2459016393442623,0,39,True
2017-08,2017-08-01,2,4,17,16512,507,3.0704941860465116,4193,122,0.02909611256856666,0.03523655286038546,1.21103988642292,0.5364402752777543,0.13212539851576668,0.028273294419300765,0.04918032786885246,0.1557377049180328,0.27049180327868855,0,38,True
2017-08,2017-08-01,3,6,19,16512,507,3.0704941860465116,4193,122,0.02909611256856666,0.03688939745627767,1.267846258476822,0.5449229053158888,0.1317975571517239,0.028255464419177687,0.09016393442622951,0.13114754098360656,0.20491803278688525,0,40,True
2017-08,2017-08-01,4,8,21,16512,507,3.0704941860465116,4193,122,0.02909611256856666,0.03608712250842272,1.24027298916243,0.5466363442341069,0.13203274824576072,0.02826926559172758,0.09836065573770492,0.12295081967213115,0.20491803278688525,0,41,True
2017-08,2017-08-01,5,10,23,16512,507,3.0704941860465116,4193,122,0.02909611256856666,0.036165821867621406,1.2429777958273487,0.537364445035054,0.13205090487497131,0.02826825844707134,0.09016393442622951,0.14754098360655737,0.20491803278688525,0,58,True
2017-08,2017-08-01,6,12,25,16512,507,3.0704941860465116,4193,122,0.02909611256856666,0.034074015289960395,1.1710848041869175,0.5326469510451777,0.13243156734045422,0.02828815166237695,0.07377049180327869,0.12295081967213115,0.21311475409836064,0,45,True
2017-08,2017-08-01,10,20,33,16512,507,3.0704941860465116,4193,122,0.02909611256856666,0.0334278561228209,1.148877055106459,0.543606114419867,0.13259642718979575,0.028299587629574643,0.06557377049180328,0.13114754098360656,0.22131147540983606,0,45,True
2017-08,2017-08-01,15,30,43,16512,507,3.0704941860465116,4193,122,0.02909611256856666,0.03328384232832364,1.14392746625132,0.5431188615195043,0.13309478847713155,0.02832459324744773,0.04918032786885246,0.11475409836065574,0.19672131147540983,0,34,True
2017-08,2017-08-01,20,40,53,16512,507,3.0704941860465116,4193,122,0.02909611256856666,0.03260078287861608,1.1204514968035837,0.5442182007079261,0.134025805290742,0.028393042325573013,0.040983606557377046,0.09016393442622951,0.21311475409836064,0,44,True
2017-08,2017-08-01,23,46,59,16512,507,3.0704941860465116,4193,122,0.02909611256856666,0.03264096840765392,1.1218326273220727,0.5391745291566498,0.13463036067307996,0.028448933948783305,0.05737704918032787,0.09016393442622951,0.23770491803278687,0,42,True
2017-08,2017-08-01,25,50,63,16512,507,3.0704941860465116,4193,122,0.02909611256856666,0.033702092151674634,1.15830223272108,0.5467974195730698,0.13430296021844554,0.028426374989231673,0.04918032786885246,0.09016393442622951,0.2459016393442623,0,41,True
2017-08,2017-08-01,27,54,67,16512,507,3.0704941860465116,4193,122,0.02909611256856666,0.03351401727355151,1.1518383149836187,0.5455188840700517,0.13449931823132222,0.028428704690812906,0.03278688524590164,0.09836065573770492,0.22950819672131148,0,40,True
2017-08,2017-08-01,30,60,73,16512,507,3.0704941860465116,4193,122,0.02909611256856666,0.03373739849563526,1.1595156712475296,0.5484585090061249,0.13450084778629373,0.028421439622002647,0.05737704918032787,0.13114754098360656,0.21311475409836064,0,47,True
2017-09,2017-09-01,0,0,13,20814,605,2.906697415201307,4150,182,0.04385542168674699,0.05620244141707173,1.2815391861585037,0.5752434309641971,0.18239657095372494,0.04209597014761683,0.06593406593406594,0.14285714285714285,0.2967032967032967,0,17,True
2017-09,2017-09-01,1,2,15,20814,605,2.906697415201307,4150,182,0.04385542168674699,0.05784710443464025,1.3190411176030605,0.5861493597128677,0.18927304836940345,0.04242792698306104,0.06593406593406594,0.14285714285714285,0.3241758241758242,0,18,True
2017-09,2017-09-01,2,4,17,20814,605,2.906697415201307,4150,182,0.04385542168674699,0.04826226181016749,1.1004856401768959,0.5169806252215526,0.19216353496035343,0.04252862581398906,0.054945054945054944,0.12087912087912088,0.2087912087912088,0,25,True
2017-09,2017-09-01,3,6,19,20814,605,2.906697415201307,4150,182,0.04385542168674699,0.056339552847502146,1.2846656281161202,0.5553383108826657,0.1913284153565655,0.04247410973497311,0.08241758241758242,0.17582417582417584,0.3076923076923077,0,26,True
2017-09,2017-09-01,4,8,21,20814,605,2.906697415201307,4150,182,0.04385542168674699,0.04575639814510053,1.043346441220699,0.4788154134172279,0.19568845262169854,0.042638389926707425,0.07692307692307693,0.10989010989010989,0.2032967032967033,0,28,True
2017-09,2017-09-01,5,10,23,20814,605,2.906697415201307,4150,182,0.04385542168674699,0.04332766713267276,0.9879660362669888,0.4587967476072315,0.19733784174750296,0.042686200852430446,0.07142857142857142,0.1043956043956044,0.16483516483516483,0,25,True
2017-09,2017-09-01,6,12,25,20814,605,2.906697415201307,4150,182,0.04385542168674699,0.043121413595908195,0.9832630023242802,0.46497252747252743,0.19712005518049575,0.042681053552728505,0.07142857142857142,0.12087912087912088,0.15934065934065933,0,26,True
2017-09,2017-09-01,10,20,33,20814,605,2.906697415201307,4150,182,0.04385542168674699,0.04575411475730713,1.0432943749605745,0.48439161644806805,0.1976207769777738,0.042670590723293864,0.04945054945054945,0.07692307692307693,0.18681318681318682,0,35,True
2017-09,2017-09-01,15,30,43,20814,605,2.906697415201307,4150,182,0.04385542168674699,0.043896169844619734,1.0009291475558895,0.4806002968805388,0.19712865481423558,0.042670527949368674,0.038461538461538464,0.0989010989010989,0.16483516483516483,0,26,True
2017-09,2017-09-01,20,40,53,20814,605,2.906697415201307,4150,182,0.04385542168674699,0.0411789720895694,0.938971066877544,0.4806916873449131,0.1979666517306111,0.042708428541663776,0.038461538461538464,0.07142857142857142,0.15934065934065933,0,27,True
2017-09,2017-09-01,23,46,59,20814,605,2.906697415201307,4150,182,0.04385542168674699,0.04258787462149215,0.9710971410944638,0.487547356876994,0.1977787851786537,0.04268946764013617,0.038461538461538464,0.06593406593406594,0.17032967032967034,0,26,True
2017-09,2017-09-01,25,50,63,20814,605,2.906697415201307,4150,182,0.04385542168674699,0.04167666292260817,0.9503195116968345,0.4865226759127969,0.19862393853169094,0.04270842607977277,0.027472527472527472,0.07692307692307693,0.16483516483516483,0,30,True
