gate,check_id,dimension,scope,entity,applicability_condition,severity,status,affected,denominator,affected_pct,expected,details
DQ_GATE_03B_CONDITIONAL_TASK_COMPLETENESS,TASK-REL-005,conditional_relationship_completeness,TASK,task_orders_without_payment,entity/relation is applicable to candidate ML order,WARNING,WARN,1,96470,0.001036591686534674,0 relationship-missing observations,Relationship missingness is evaluated separately from child attribute missingness.
DQ_GATE_03B_CONDITIONAL_TASK_COMPLETENESS,TASK-ATTR-001,conditional_attribute_completeness,TASK_ITEM_EXPOSURE,product.product_category_name,order has item AND product_id resolves,WARNING,WARN,1537,110189,1.3948760765593662,0 missing for CRITICAL; otherwise document observed missingness,reason=ATTRIBUTE_MISSING | optional candidate feature
DQ_GATE_03B_CONDITIONAL_TASK_COMPLETENESS,TASK-ATTR-002,conditional_attribute_completeness,TASK_ITEM_EXPOSURE,product.physical_dimensions_or_weight,order has item AND product_id resolves,WARNING,WARN,18,110189,0.016335568886186463,0 missing for CRITICAL; otherwise document observed missingness,reason=ATTRIBUTE_MISSING | optional candidate feature
DQ_GATE_03B_CONDITIONAL_TASK_COMPLETENESS,TASK-ATTR-003,conditional_attribute_completeness,TASK_UNIQUE_PRODUCT,product.product_category_name,product is referenced by at least one task item,WARNING,WARN,584,32214,1.8128763891475757,0 missing for CRITICAL; otherwise document observed missingness,reason=ATTRIBUTE_MISSING | entity-level diagnostic
DQ_GATE_03B_CONDITIONAL_TASK_COMPLETENESS,TASK-ATTR-004,conditional_attribute_completeness,TASK_UNIQUE_PRODUCT,product.physical_dimensions_or_weight,product is referenced by at least one task item,WARNING,WARN,2,32214,0.0062084807847519715,0 missing for CRITICAL; otherwise document observed missingness,reason=ATTRIBUTE_MISSING | entity-level diagnostic
DQ_GATE_03B_CONDITIONAL_TASK_COMPLETENESS,TASK-ATTR-006,conditional_attribute_completeness,TASK_ORDER,customer.geolocation_reference,customer_id resolves to customers,WARNING,WARN,264,96470,0.27366020524515394,0 missing for CRITICAL; otherwise document observed missingness,reason=RELATION_MISSING | geographic candidate features
DQ_GATE_03B_CONDITIONAL_TASK_COMPLETENESS,TASK-ATTR-007,conditional_attribute_completeness,TASK_ITEM_EXPOSURE,seller.geolocation_reference,seller_id resolves to sellers,WARNING,WARN,249,110189,0.22597536959224604,0 missing for CRITICAL; otherwise document observed missingness,reason=RELATION_MISSING | geographic candidate features
DQ_GATE_03B_CONDITIONAL_TASK_COMPLETENESS,TASK-ATTR-008,conditional_attribute_completeness,TASK_UNIQUE_SELLER,seller.geolocation_reference,seller referenced by at least one task item,WARNING,WARN,7,2970,0.2356902356902357,0 missing for CRITICAL; otherwise document observed missingness,reason=RELATION_MISSING | entity-level diagnostic
