stage,orders,pct_source
SOURCE_ORDERS,99441,100.0
STATUS_DELIVERED,96478,97.02034372140264
DELIVERY_OUTCOME_OBSERVED,96476,97.01833247855512
TASK_CANDIDATE_OBSERVABLE,96470,97.01229875001258
TASK_WITH_ITEMS,96470,97.01229875001258
TASK_CORE_PURCHASE_CONTEXT_COMPLETE,96470,97.01229875001258
