model,months,mean_ap,median_ap,mean_brier,mean_log_loss,mean_auc
GNADMM_BRIER_CONSTRAINED,14,0.12034495490370888,0.09647395712585144,0.0631830475516941,0.24621141859372378,0.6173132254697559
GN_BRIER,14,0.11998263794701251,0.09134901248992822,0.06323697521612592,0.24988387641349016,0.6176403060159003
LOGIT_MLE,14,0.11867207113897156,0.09565359003116314,0.06315274070065549,0.24830312705942073,0.6217611790095791
