year,month,uf,city_norm,diesel_common_mean,diesel_s10_mean,diesel_common_n_posts,diesel_s10_n_posts
2018,1,CE,CRATO,3.699,3.766,50.0,36.0
2018,1,CE,FORTALEZA,,3.524,,471.0
2018,1,CE,ICO,3.489,3.529,17.0,34.0
2018,1,CE,IGUATU,3.483,3.589,27.0,37.0
2018,1,CE,ITAPIPOCA,3.534,3.616,30.0,33.0
2018,1,CE,JUAZEIRO DO NORTE,3.601,3.7,38.0,51.0
2018,1,CE,LIMOEIRO DO NORTE,3.525,3.605,20.0,20.0
2018,1,CE,MARACANAU,,3.469,,40.0
2018,1,CE,QUIXADA,3.549,3.635,36.0,39.0
2018,1,CE,SOBRAL,3.478,3.578,53.0,61.0
2018,1,DF,BRASILIA,3.576,3.718,91.0,153.0
2018,1,ES,ARACRUZ,3.373,3.475,23.0,30.0
2018,1,ES,CACHOEIRO DE ITAPEMIRIM,3.4,3.52,52.0,52.0
2018,1,ES,CARIACICA,3.276,3.385,20.0,19.0
2018,1,ES,COLATINA,3.431,3.514,32.0,45.0
2018,1,ES,GUARAPARI,3.399,3.495,39.0,38.0
2018,1,ES,LINHARES,3.27,3.322,43.0,45.0
2018,1,ES,SAO MATEUS,3.305,3.416,35.0,29.0
2018,1,ES,SERRA,3.269,3.39,42.0,23.0
2018,1,ES,VILA VELHA,3.278,3.404,24.0,42.0
2018,1,ES,VITORIA,3.266,3.381,25.0,52.0
2018,1,GO,AGUAS LINDAS DE GOIAS,3.694,3.777,20.0,20.0
2018,1,GO,ANAPOLIS,3.404,3.521,65.0,35.0
2018,1,GO,APARECIDA DE GOIANIA,3.369,3.467,42.0,42.0
2018,1,GO,CALDAS NOVAS,3.462,3.621,28.0,24.0
2018,1,GO,CATALAO,3.539,3.626,35.0,29.0
2018,1,GO,FORMOSA,3.529,3.646,35.0,42.0
2018,1,GO,GOIANIA,3.375,3.506,108.0,205.0
2018,1,GO,GOIATUBA,3.459,3.585,45.0,29.0
2018,1,GO,ITUMBIARA,3.427,3.506,75.0,36.0
2018,1,GO,JATAI,3.63,3.761,56.0,47.0
2018,1,GO,LUZIANIA,3.472,3.608,45.0,20.0
2018,1,GO,MINEIROS,3.515,3.656,30.0,18.0
2018,1,GO,MORRINHOS,3.468,3.635,54.0,22.0
2018,1,GO,PORANGATU,3.451,3.554,34.0,25.0
2018,1,GO,RIO VERDE,3.537,3.623,32.0,76.0
2018,1,GO,TRINDADE,3.406,3.45,35.0,5.0
2018,1,GO,VALPARAISO DE GOIAS,3.461,3.583,28.0,16.0
2018,1,MA,ACAILANDIA,3.361,3.436,36.0,36.0
2018,1,MA,BACABAL,3.191,3.24,10.0,25.0
2018,1,MA,BALSAS,3.454,3.521,31.0,35.0
2018,1,MA,BARRA DO CORDA,3.266,3.316,15.0,15.0
2018,1,MA,CAXIAS,3.292,3.383,29.0,35.0
2018,1,MA,CODO,3.355,3.41,25.0,20.0
2018,1,MA,IMPERATRIZ,3.369,3.425,30.0,44.0
2018,1,MA,PINHEIRO,3.379,3.434,20.0,15.0
2018,1,MA,PRESIDENTE DUTRA,3.256,3.316,10.0,14.0
2018,1,MA,SANTA INES,3.369,3.421,22.0,26.0
2018,1,MA,SAO JOSE DE RIBAMAR,3.11,3.226,23.0,40.0
2018,1,MA,SAO LUIS,3.139,3.224,87.0,192.0
2018,1,MG,ALFENAS,3.467,3.556,16.0,20.0
2018,1,MG,ARAGUARI,3.485,3.612,75.0,61.0
2018,1,MG,ARAXA,3.529,3.645,34.0,33.0
2018,1,MG,BARBACENA,3.522,3.567,23.0,30.0
2018,1,MG,BELO HORIZONTE,3.427,3.537,36.0,96.0
2018,1,MG,BETIM,3.342,3.437,30.0,55.0
2018,1,MG,BOM DESPACHO,3.511,3.597,31.0,26.0
2018,1,MG,CAMPO BELO,3.529,3.612,25.0,19.0
2018,1,MG,CARATINGA,3.464,3.522,33.0,20.0
2018,1,MG,CONGONHAS,3.509,3.573,22.0,27.0
2018,1,MG,CONSELHEIRO LAFAIETE,3.419,3.561,25.0,10.0
2018,1,MG,CONTAGEM,3.381,3.5,54.0,54.0
2018,1,MG,CORONEL FABRICIANO,3.416,3.578,31.0,20.0
2018,1,MG,CURVELO,3.377,3.483,27.0,34.0
2018,1,MG,DIVINOPOLIS,3.518,3.638,20.0,35.0
2018,1,MG,FORMIGA,3.509,3.608,33.0,15.0
2018,1,MG,FRUTAL,3.538,3.666,21.0,30.0
2018,1,MG,GOVERNADOR VALADARES,3.495,3.625,35.0,55.0
2018,1,MG,GUAXUPE,3.427,3.501,36.0,36.0
2018,1,MG,IPATINGA,3.363,3.442,31.0,42.0
2018,1,MG,ITABIRA,3.519,3.658,32.0,34.0
2018,1,MG,ITAJUBA,3.504,3.582,20.0,30.0
2018,1,MG,ITAUNA,3.383,3.511,24.0,10.0
2018,1,MG,ITUIUTABA,3.428,3.536,46.0,55.0
2018,1,MG,JANAUBA,3.528,3.692,25.0,25.0
2018,1,MG,JANUARIA,3.607,3.715,29.0,23.0
2018,1,MG,JOAO MONLEVADE,3.408,3.465,16.0,20.0
2018,1,MG,JOAO PINHEIRO,3.653,3.763,30.0,25.0
2018,1,MG,JUIZ DE FORA,3.447,3.6,31.0,46.0
2018,1,MG,LAVRAS,3.516,3.641,13.0,39.0
2018,1,MG,LEOPOLDINA,3.349,3.448,29.0,20.0
2018,1,MG,MANHUACU,3.447,3.514,30.0,20.0
2018,1,MG,MONTE CARMELO,3.515,3.629,40.0,40.0
2018,1,MG,MONTES CLAROS,3.387,3.566,59.0,34.0
2018,1,MG,MURIAE,3.513,3.599,35.0,39.0
2018,1,MG,NOVA LIMA,3.383,3.532,10.0,35.0
2018,1,MG,OLIVEIRA,3.392,3.49,35.0,24.0
2018,1,MG,OURO PRETO,3.625,3.672,25.0,31.0
2018,1,MG,PARA DE MINAS,3.773,3.867,30.0,32.0
2018,1,MG,PARACATU,3.657,3.77,25.0,30.0
2018,1,MG,PASSOS,3.384,3.498,30.0,38.0
2018,1,MG,PATOS DE MINAS,3.59,3.691,43.0,38.0
2018,1,MG,PATROCINIO,3.543,3.703,30.0,20.0
2018,1,MG,POCOS DE CALDAS,3.432,3.548,25.0,42.0
2018,1,MG,POUSO ALEGRE,3.447,3.517,33.0,50.0
2018,1,MG,SABARA,3.338,3.442,18.0,25.0
2018,1,MG,SAO JOAO DEL REI,3.485,3.597,19.0,20.0
2018,1,MG,SAO SEBASTIAO DO PARAISO,3.52,3.62,35.0,23.0
2018,1,MG,SETE LAGOAS,3.31,3.457,77.0,60.0
2018,1,MG,TEOFILO OTONI,3.532,3.631,40.0,40.0
2018,1,MG,TIMOTEO,3.366,3.461,17.0,23.0
2018,1,MG,TRES CORACOES,3.722,3.818,22.0,20.0
2018,1,MG,UBA,3.457,3.556,25.0,25.0
2018,1,MG,UBERABA,3.49,3.618,67.0,82.0
2018,1,MG,UBERLANDIA,3.501,3.667,80.0,36.0
2018,1,MG,UNAI,3.603,3.703,40.0,50.0
2018,1,MG,VARGINHA,3.494,3.52,32.0,46.0
2018,1,MG,VICOSA,3.717,3.816,4.0,20.0
2018,1,MS,CAMPO GRANDE,3.683,3.84,99.0,151.0
2018,1,MS,CORUMBA,3.853,3.995,32.0,23.0
2018,1,MS,COXIM,3.62,3.731,30.0,30.0
2018,1,MS,DOURADOS,3.775,3.921,15.0,50.0
2018,1,MS,NOVA ANDRADINA,3.685,3.745,27.0,22.0
2018,1,MS,PONTA PORA,3.649,3.762,16.0,20.0
2018,1,MS,TRES LAGOAS,3.938,4.032,38.0,53.0
2018,1,MT,ALTA FLORESTA,4.081,4.169,50.0,42.0
2018,1,MT,CACERES,3.568,3.651,34.0,40.0
2018,1,MT,CUIABA,3.63,3.733,131.0,254.0
2018,1,MT,RONDONOPOLIS,3.671,3.771,100.0,85.0
2018,1,MT,SINOP,3.795,3.854,40.0,55.0
2018,1,MT,SORRISO,3.825,3.943,24.0,40.0
2018,1,MT,VARZEA GRANDE,3.539,3.671,61.0,59.0
2018,1,PA,ABAETETUBA,3.645,3.737,20.0,15.0
2018,1,PA,ALENQUER,4.063,4.28,18.0,5.0
2018,1,PA,ALTAMIRA,3.84,4.139,30.0,25.0
2018,1,PA,ANANINDEUA,,3.487,,35.0
2018,1,PA,BELEM,,3.49,,94.0
2018,1,PA,BRAGANCA,3.314,3.459,10.0,12.0
2018,1,PA,CAMETA,3.45,3.45,7.0,14.0
2018,1,PA,CASTANHAL,3.424,3.52,17.0,22.0
2018,1,PA,CONCEICAO DO ARAGUAIA,3.66,3.741,25.0,20.0
2018,1,PA,ITAITUBA,3.539,3.627,22.0,27.0
2018,1,PA,MARABA,3.612,3.691,48.0,66.0
2018,1,PA,PARAGOMINAS,3.399,3.504,20.0,20.0
2018,1,PA,PARAUAPEBAS,3.712,3.798,35.0,42.0
2018,1,PA,REDENCAO,3.645,3.683,12.0,16.0
2018,1,PA,SANTAREM,3.549,3.632,56.0,52.0
2018,1,PA,XINGUARA,3.429,3.515,25.0,20.0
2018,1,PB,BAYEUX,3.264,3.382,20.0,20.0
2018,1,PB,CABEDELO,3.283,3.349,16.0,15.0
2018,1,PB,CAMPINA GRANDE,3.295,3.354,36.0,60.0
2018,1,PB,JOAO PESSOA,3.203,3.347,32.0,79.0
2018,1,PB,PATOS,3.417,3.548,29.0,26.0
2018,1,PB,SOUSA,3.418,3.483,15.0,19.0
2018,1,PE,ARARIPINA,3.373,3.395,32.0,40.0
2018,1,PE,ARCOVERDE,3.15,3.257,2.0,40.0
2018,1,PE,BELO JARDIM,3.287,3.307,20.0,35.0
2018,1,PE,CABO DE SANTO AGOSTINHO,,3.343,,30.0
2018,1,PE,CARUARU,,3.331,,75.0
2018,1,PE,GARANHUNS,3.215,3.24,4.0,60.0
2018,1,PE,GOIANA,,3.339,,32.0
2018,1,PE,IGARASSU,,3.237,,40.0
2018,1,PE,JABOATAO DOS GUARARAPES,,3.284,,53.0
2018,1,PE,LAJEDO,3.306,3.302,23.0,29.0
2018,1,PE,OLINDA,,3.325,,41.0
2018,1,PE,PAULISTA,,3.281,,52.0
2018,1,PE,PETROLINA,3.417,3.548,49.0,44.0
2018,1,PE,RECIFE,,3.306,,137.0
2018,1,PE,SALGUEIRO,3.326,3.383,10.0,25.0
2018,1,PE,SANTA CRUZ DO CAPIBARIBE,,3.364,,30.0
2018,1,PE,SERRA TALHADA,3.313,3.402,5.0,35.0
2018,1,PE,VITORIA DE SANTO ANTAO,3.07,3.263,13.0,40.0
2018,1,PI,PARNAIBA,3.458,3.551,46.0,63.0
2018,1,PI,PICOS,3.397,3.462,40.0,40.0
2018,1,PI,PIRIPIRI,3.425,3.496,23.0,22.0
2018,1,PI,TERESINA,3.401,3.515,85.0,181.0
2018,1,PR,APUCARANA,3.285,3.374,55.0,53.0
2018,1,PR,ARAPONGAS,3.26,3.379,32.0,30.0
2018,1,PR,ARAUCARIA,3.064,3.161,37.0,33.0
2018,1,PR,ASSIS CHATEAUBRIAND,3.223,3.315,43.0,23.0
2018,1,PR,CAMBE,3.249,3.41,40.0,30.0
2018,1,PR,CAMPO LARGO,3.122,3.227,28.0,20.0
2018,1,PR,CAMPO MOURAO,3.159,3.233,64.0,45.0
2018,1,PR,CASCAVEL,3.273,3.392,38.0,50.0
2018,1,PR,CASTRO,3.193,3.311,24.0,24.0
2018,1,PR,CIANORTE,3.27,3.356,51.0,35.0
2018,1,PR,COLOMBO,3.107,3.208,70.0,57.0
2018,1,PR,CORNELIO PROCOPIO,3.336,3.376,25.0,15.0
2018,1,PR,CURITIBA,3.101,3.252,53.0,192.0
2018,1,PR,FOZ DO IGUACU,3.219,3.413,27.0,67.0
2018,1,PR,FRANCISCO BELTRAO,3.159,3.236,35.0,33.0
2018,1,PR,GUARAPUAVA,3.18,3.227,45.0,65.0
2018,1,PR,LONDRINA,3.232,3.319,50.0,79.0
2018,1,PR,MARECHAL CANDIDO RONDON,3.244,3.301,30.0,21.0
2018,1,PR,MARINGA,3.189,3.365,22.0,78.0
2018,1,PR,PARANAGUA,3.124,3.268,34.0,37.0
2018,1,PR,PARANAVAI,3.232,3.28,25.0,31.0
2018,1,PR,PATO BRANCO,3.212,3.372,26.0,35.0
2018,1,PR,PINHAIS,3.164,3.316,28.0,38.0
2018,1,PR,PONTA GROSSA,3.141,3.192,43.0,67.0
2018,1,PR,SANTO ANTONIO DA PLATINA,3.103,3.186,26.0,34.0
2018,1,PR,SAO JOSE DOS PINHAIS,3.068,3.187,39.0,68.0
2018,1,PR,TOLEDO,3.234,3.329,33.0,31.0
2018,1,PR,UMUARAMA,3.212,3.275,29.0,48.0
2018,1,PR,UNIAO DA VITORIA,3.311,3.399,40.0,35.0
2018,1,RJ,ANGRA DOS REIS,,3.839,,17.0
2018,1,RJ,ARARUAMA,3.608,3.642,29.0,47.0
2018,1,RJ,BARRA DO PIRAI,3.647,3.787,31.0,30.0
2018,1,RJ,BARRA MANSA,3.621,3.8,40.0,36.0
2018,1,RJ,BELFORD ROXO,3.531,3.644,27.0,34.0
2018,1,RJ,CABO FRIO,3.665,3.777,17.0,40.0
2018,1,RJ,CAMPOS DOS GOYTACAZES,3.42,3.543,57.0,74.0
2018,1,RJ,DUQUE DE CAXIAS,3.524,3.66,50.0,71.0
2018,1,RJ,ITABORAI,3.551,3.654,38.0,31.0
2018,1,RJ,ITAGUAI,3.476,3.611,24.0,30.0
2018,1,RJ,ITAPERUNA,3.526,3.63,28.0,29.0
2018,1,RJ,MACAE,3.648,3.822,18.0,48.0
2018,1,RJ,MAGE,3.468,3.535,18.0,25.0
2018,1,RJ,MARICA,3.552,3.683,26.0,42.0
2018,1,RJ,NILOPOLIS,3.41,3.6,9.0,11.0
2018,1,RJ,NITEROI,3.654,3.69,15.0,64.0
2018,1,RJ,NOVA FRIBURGO,3.571,3.676,26.0,33.0
2018,1,RJ,NOVA IGUACU,3.54,3.66,52.0,61.0
2018,1,RJ,PETROPOLIS,3.562,3.666,35.0,60.0
2018,1,RJ,RESENDE,3.419,3.679,15.0,45.0
2018,1,RJ,RIO BONITO,3.52,3.645,30.0,30.0
2018,1,RJ,RIO DE JANEIRO,3.533,3.724,131.0,255.0
2018,1,RJ,SANTO ANTONIO DE PADUA,3.472,3.588,25.0,10.0
2018,1,RJ,SAO FRANCISCO DE ITABAPOANA,3.484,3.6,35.0,17.0
2018,1,RJ,SAO GONCALO,3.557,3.626,38.0,48.0
2018,1,RJ,SAO JOAO DE MERITI,3.448,3.631,27.0,29.0
2018,1,RJ,SAPUCAIA,3.357,3.447,45.0,30.0
2018,1,RJ,SAQUAREMA,3.678,3.792,22.0,26.0
2018,1,RJ,TERESOPOLIS,3.473,3.586,26.0,60.0
2018,1,RJ,TRES RIOS,3.458,3.617,25.0,35.0
2018,1,RJ,VALENCA,3.719,3.812,30.0,45.0
2018,1,RJ,VOLTA REDONDA,3.693,3.868,25.0,24.0
2018,1,RN,CAICO,3.47,3.57,25.0,27.0
2018,1,RN,MOSSORO,3.464,3.623,81.0,71.0
2018,1,RN,NATAL,3.454,3.579,65.0,92.0
2018,1,RN,PARNAMIRIM,3.476,3.59,36.0,44.0
2018,1,RO,ARIQUEMES,3.649,3.74,41.0,45.0
2018,1,RO,CACOAL,3.595,3.693,38.0,38.0
2018,1,RO,JI PARANA,3.604,3.676,70.0,46.0
2018,1,RO,PIMENTA BUENO,3.674,3.752,25.0,30.0
2018,1,RO,PORTO VELHO,3.52,3.625,106.0,103.0
2018,1,RO,VILHENA,3.647,3.744,45.0,45.0
2018,1,RR,BOA VISTA,3.496,3.556,52.0,56.0
2018,1,RS,ALEGRETE,3.513,3.619,22.0,22.0
2018,1,RS,ALVORADA,3.314,3.449,24.0,8.0
2018,1,RS,BAGE,3.615,3.722,21.0,40.0
2018,1,RS,BENTO GONCALVES,3.29,3.407,22.0,32.0
2018,1,RS,CACHOEIRA DO SUL,3.436,3.545,40.0,35.0
2018,1,RS,CACHOEIRINHA,3.179,3.277,50.0,45.0
2018,1,RS,CANOAS,3.195,3.271,49.0,63.0
2018,1,RS,CAXIAS DO SUL,3.384,3.513,20.0,65.0
2018,1,RS,CRUZ ALTA,3.239,3.327,39.0,34.0
2018,1,RS,ERECHIM,3.395,3.516,40.0,50.0
2018,1,RS,ESTEIO,3.213,3.312,27.0,42.0
2018,1,RS,GRAMADO,3.466,3.596,16.0,21.0
2018,1,RS,GRAVATAI,3.189,3.288,50.0,45.0
2018,1,RS,GUAIBA,3.221,3.324,35.0,30.0
2018,1,RS,IJUI,3.39,3.512,29.0,35.0
2018,1,RS,LAJEADO,3.302,3.408,15.0,26.0
2018,1,RS,NOVO HAMBURGO,3.12,3.264,50.0,54.0
2018,1,RS,OSORIO,3.197,3.338,26.0,30.0
2018,1,RS,PASSO FUNDO,3.298,3.49,36.0,54.0
2018,1,RS,PELOTAS,3.399,3.572,46.0,50.0
2018,1,RS,PORTO ALEGRE,3.241,3.349,59.0,104.0
2018,1,RS,RIO GRANDE,3.357,3.487,57.0,59.0
2018,1,RS,SANTA CRUZ DO SUL,3.299,3.361,33.0,55.0
2018,1,RS,SANTA MARIA,3.405,3.482,41.0,46.0
2018,1,RS,SANTA ROSA,3.359,3.474,30.0,30.0
2018,1,RS,SANTANA DO LIVRAMENTO,3.377,3.611,20.0,29.0
2018,1,RS,SANTO ANGELO,3.371,3.488,35.0,35.0
2018,1,RS,SAO GABRIEL,3.419,3.561,23.0,23.0
2018,1,RS,SAO LEOPOLDO,3.174,3.281,50.0,50.0
2018,1,RS,SAO LUIZ GONZAGA,3.273,3.343,25.0,20.0
2018,1,RS,SAPIRANGA,3.188,3.28,22.0,43.0
2018,1,RS,SAPUCAIA DO SUL,3.153,3.241,29.0,34.0
2018,1,RS,TORRES,3.225,3.338,19.0,25.0
2018,1,RS,URUGUAIANA,3.311,3.412,28.0,35.0
2018,1,RS,VACARIA,3.338,3.43,23.0,43.0
2018,1,RS,VIAMAO,3.178,3.392,20.0,18.0
2018,1,SC,ARARANGUA,3.134,3.262,35.0,25.0
2018,1,SC,BALNEARIO CAMBORIU,3.09,3.372,5.0,45.0
2018,1,SC,BIGUACU,3.201,3.313,29.0,47.0
2018,1,SC,BLUMENAU,3.236,3.344,49.0,82.0
2018,1,SC,BRUSQUE,3.234,3.285,18.0,45.0
2018,1,SC,CACADOR,3.294,3.382,35.0,38.0
2018,1,SC,CHAPECO,3.393,3.451,28.0,37.0
2018,1,SC,CONCORDIA,3.265,3.437,21.0,21.0
2018,1,SC,CRICIUMA,3.199,3.282,54.0,55.0
2018,1,SC,FLORIANOPOLIS,3.371,3.522,25.0,149.0
2018,1,SC,ITAJAI,3.094,3.322,10.0,53.0
2018,1,SC,JARAGUA DO SUL,3.28,3.35,45.0,50.0
2018,1,SC,JOINVILLE,3.128,3.258,29.0,74.0
2018,1,SC,LAGES,3.245,3.373,16.0,36.0
2018,1,SC,LAGUNA,3.162,3.242,30.0,34.0
2018,1,SC,MAFRA,3.363,3.422,23.0,30.0
2018,1,SC,PALHOCA,3.275,3.376,35.0,71.0
2018,1,SC,SAO JOSE,3.234,3.368,20.0,74.0
2018,1,SC,TUBARAO,3.156,3.251,32.0,41.0
2018,1,SC,VIDEIRA,3.276,3.358,26.0,30.0
2018,1,SC,XANXERE,3.222,3.298,13.0,20.0
2018,1,SE,ARACAJU,3.422,3.591,12.0,66.0
2018,1,SE,ITABAIANA,3.43,3.51,35.0,35.0
2018,1,SE,LAGARTO,3.261,3.301,15.0,25.0
2018,1,SE,NOSSA SENHORA DO SOCORRO,3.358,3.466,37.0,39.0
2018,1,SP,ADAMANTINA,3.27,3.455,25.0,35.0
2018,1,SP,AMERICANA,3.143,3.338,18.0,56.0
2018,1,SP,AMPARO,3.321,3.382,47.0,41.0
2018,1,SP,ARACATUBA,3.333,3.459,75.0,106.0
2018,1,SP,ARARAQUARA,3.318,3.464,54.0,57.0
2018,1,SP,ARARAS,3.211,3.334,59.0,50.0
2018,1,SP,ASSIS,3.372,3.435,48.0,68.0
2018,1,SP,ATIBAIA,3.296,3.428,52.0,70.0
2018,1,SP,AVARE,3.424,3.495,36.0,36.0
2018,1,SP,BARRETOS,3.439,3.532,47.0,72.0
2018,1,SP,BARUERI,3.261,3.401,40.0,77.0
2018,1,SP,BAURU,3.244,3.376,73.0,84.0
2018,1,SP,BEBEDOURO,3.338,3.396,26.0,39.0
2018,1,SP,BIRIGUI,3.336,3.424,34.0,58.0
2018,1,SP,BOTUCATU,3.325,3.43,33.0,21.0
2018,1,SP,BRAGANCA PAULISTA,3.278,3.392,35.0,47.0
2018,1,SP,CACAPAVA,3.333,3.337,32.0,32.0
2018,1,SP,CAMPINAS,3.286,3.383,72.0,95.0
2018,1,SP,CARAGUATATUBA,3.533,3.635,34.0,40.0
2018,1,SP,CARAPICUIBA,3.274,3.392,16.0,36.0
2018,1,SP,CATANDUVA,3.312,3.473,24.0,49.0
2018,1,SP,COSMOPOLIS,3.251,3.414,21.0,13.0
2018,1,SP,COTIA,3.411,3.51,40.0,55.0
2018,1,SP,CRUZEIRO,3.374,3.4,23.0,22.0
2018,1,SP,CUBATAO,3.475,3.631,20.0,27.0
2018,1,SP,DIADEMA,3.279,3.452,23.0,54.0
2018,1,SP,DRACENA,3.383,3.47,35.0,35.0
2018,1,SP,EMBU DAS ARTES,3.293,3.412,55.0,40.0
2018,1,SP,FRANCA,3.227,3.313,74.0,80.0
2018,1,SP,GARCA,3.459,3.549,22.0,28.0
2018,1,SP,GUARATINGUETA,3.39,3.553,27.0,36.0
2018,1,SP,GUARUJA,3.29,3.651,8.0,47.0
2018,1,SP,GUARULHOS,3.275,3.394,47.0,75.0
2018,1,SP,HORTOLANDIA,3.177,3.321,40.0,50.0
2018,1,SP,IBITINGA,3.355,3.485,21.0,28.0
2018,1,SP,INDAIATUBA,3.371,3.465,39.0,56.0
2018,1,SP,ITANHAEM,3.482,3.724,14.0,11.0
2018,1,SP,ITAPECERICA DA SERRA,3.264,3.391,35.0,41.0
2018,1,SP,ITAPETININGA,3.222,3.308,54.0,48.0
2018,1,SP,ITAPEVA,3.398,3.512,33.0,45.0
2018,1,SP,ITAPIRA,3.256,3.326,40.0,41.0
2018,1,SP,ITAPOLIS,3.345,3.411,45.0,31.0
2018,1,SP,ITAQUAQUECETUBA,3.288,3.43,27.0,39.0
2018,1,SP,ITATIBA,3.261,3.364,48.0,58.0
2018,1,SP,ITU,3.387,3.429,32.0,53.0
2018,1,SP,JABOTICABAL,3.277,3.404,46.0,57.0
2018,1,SP,JACAREI,3.263,3.349,49.0,55.0
2018,1,SP,JALES,3.252,3.359,45.0,40.0
2018,1,SP,JAU,3.374,3.456,41.0,47.0
2018,1,SP,JOSE BONIFACIO,3.242,3.338,40.0,36.0
2018,1,SP,JUNDIAI,3.421,3.494,50.0,91.0
2018,1,SP,LEME,3.217,3.387,36.0,48.0
2018,1,SP,LIMEIRA,3.189,3.353,60.0,89.0
2018,1,SP,LINS,3.361,3.454,36.0,32.0
2018,1,SP,LORENA,3.243,3.386,20.0,28.0
2018,1,SP,MARILIA,3.263,3.354,27.0,39.0
2018,1,SP,MATAO,3.247,3.367,44.0,40.0
2018,1,SP,MAUA,3.316,3.418,28.0,49.0
2018,1,SP,MIRASSOL,3.252,3.358,36.0,26.0
2018,1,SP,MOCOCA,3.17,3.29,46.0,24.0
2018,1,SP,MOGI DAS CRUZES,3.247,3.336,39.0,70.0
2018,1,SP,MOGI GUACU,3.277,3.391,36.0,36.0
2018,1,SP,MOGI MIRIM,3.216,3.35,20.0,39.0
2018,1,SP,MONTE ALTO,3.458,3.53,24.0,32.0
2018,1,SP,OLIMPIA,3.335,3.469,28.0,24.0
2018,1,SP,OSASCO,3.298,3.432,35.0,63.0
2018,1,SP,OURINHOS,3.238,3.348,41.0,43.0
2018,1,SP,PARAGUACU PAULISTA,3.389,3.453,40.0,30.0
2018,1,SP,PAULINIA,3.266,3.361,45.0,61.0
2018,1,SP,PINDAMONHANGABA,3.221,3.382,20.0,29.0
2018,1,SP,PIRACICABA,3.262,3.386,69.0,79.0
2018,1,SP,PIRASSUNUNGA,3.271,3.352,31.0,35.0
2018,1,SP,POA,3.184,3.395,20.0,17.0
2018,1,SP,PORTO FERREIRA,3.255,3.344,30.0,20.0
2018,1,SP,PRAIA GRANDE,3.329,3.462,20.0,48.0
2018,1,SP,PRESIDENTE PRUDENTE,3.326,3.416,44.0,65.0
2018,1,SP,PRESIDENTE VENCESLAU,3.428,3.535,45.0,48.0
2018,1,SP,RIBEIRAO PIRES,3.317,3.496,26.0,29.0
2018,1,SP,RIBEIRAO PRETO,3.252,3.417,64.0,116.0
2018,1,SP,RIO CLARO,3.22,3.327,30.0,49.0
2018,1,SP,SALTO,3.353,3.467,41.0,38.0
2018,1,SP,SANTA BARBARA D OESTE,3.224,3.364,39.0,43.0
2018,1,SP,SANTA CRUZ DO RIO PARDO,3.307,3.363,26.0,37.0
2018,1,SP,SANTO ANDRE,3.338,3.427,39.0,98.0
2018,1,SP,SANTOS,3.286,3.408,6.0,27.0
2018,1,SP,SAO BERNARDO DO CAMPO,3.381,3.463,15.0,75.0
2018,1,SP,SAO CAETANO DO SUL,3.392,3.505,14.0,42.0
2018,1,SP,SAO CARLOS,3.261,3.373,54.0,85.0
2018,1,SP,SAO JOAO DA BOA VISTA,3.239,3.351,49.0,49.0
2018,1,SP,SAO JOSE DO RIO PRETO,3.234,3.374,71.0,84.0
2018,1,SP,SAO JOSE DOS CAMPOS,3.207,3.327,30.0,70.0
2018,1,SP,SAO PAULO,3.249,3.458,140.0,593.0
2018,1,SP,SAO ROQUE,3.342,3.411,15.0,38.0
2018,1,SP,SAO VICENTE,3.311,3.491,36.0,47.0
2018,1,SP,SERTAOZINHO,3.356,3.472,46.0,45.0
2018,1,SP,SOROCABA,3.271,3.392,72.0,96.0
2018,1,SP,SUMARE,3.217,3.301,69.0,63.0
2018,1,SP,SUZANO,3.288,3.369,24.0,44.0
2018,1,SP,TABOAO DA SERRA,3.391,3.35,12.0,32.0
2018,1,SP,TATUI,3.383,3.475,22.0,32.0
2018,1,SP,TAUBATE,3.231,3.356,25.0,50.0
2018,1,SP,TUPA,3.31,3.405,51.0,46.0
2018,1,SP,UBATUBA,3.398,3.542,8.0,41.0
2018,1,SP,VALINHOS,3.285,3.34,33.0,38.0
2018,1,SP,VARZEA PAULISTA,3.297,3.4,32.0,28.0
2018,1,SP,VINHEDO,3.394,3.489,35.0,49.0
2018,1,SP,VOTORANTIM,3.275,3.385,37.0,45.0
2018,1,SP,VOTUPORANGA,3.442,3.534,44.0,54.0
2018,1,TO,ARAGUAINA,3.261,3.359,52.0,55.0
2018,1,TO,GURUPI,3.497,3.592,37.0,45.0
2018,1,TO,PALMAS,3.306,3.327,24.0,47.0
2018,1,TO,PARAISO DO TOCANTINS,3.323,3.404,29.0,40.0
2018,1,TO,PORTO NACIONAL,3.238,3.306,18.0,26.0
2018,2,AC,CRUZEIRO DO SUL,4.401,4.441,27.0,21.0
2018,2,AC,RIO BRANCO,4.061,4.127,133.0,137.0
2018,2,AL,ARAPIRACA,3.365,3.481,34.0,46.0
2018,2,AL,DELMIRO GOUVEIA,3.31,3.395,27.0,27.0
2018,2,AL,MACEIO,3.441,3.484,40.0,46.0
2018,2,AL,PALMEIRA DOS INDIOS,3.417,3.592,32.0,24.0
2018,2,AL,RIO LARGO,3.43,3.538,20.0,32.0
2018,2,AM,ITACOATIARA,3.852,4.027,39.0,25.0
2018,2,AM,MANACAPURU,3.331,3.438,15.0,8.0
2018,2,AM,MANAUS,3.4,3.522,82.0,93.0
2018,2,AM,PARINTINS,3.649,3.804,15.0,5.0
2018,2,AM,TEFE,,3.93,,12.0
2018,2,AP,MACAPA,3.921,4.419,72.0,54.0
