year,month,uf,city_norm,diesel_common_mean,diesel_s10_mean,diesel_common_n_posts,diesel_s10_n_posts
2017,1,AC,CRUZEIRO DO SUL,4.129,4.2,42.0,26.0
2017,1,AC,RIO BRANCO,3.694,3.78,82.0,78.0
2017,1,AL,ARAPIRACA,3.139,3.246,43.0,60.0
2017,1,AL,DELMIRO GOUVEIA,3.212,3.332,35.0,35.0
2017,1,AL,MACEIO,3.085,3.201,50.0,34.0
2017,1,AL,MARECHAL DEODORO,2.958,3.101,18.0,6.0
2017,1,AL,PALMEIRA DOS INDIOS,3.074,3.241,40.0,30.0
2017,1,AL,RIO LARGO,3.079,3.104,26.0,29.0
2017,1,AL,SANTANA DO IPANEMA,3.061,3.202,25.0,20.0
2017,1,AM,HUMAITA,3.526,3.615,24.0,14.0
2017,1,AM,ITACOATIARA,3.617,3.757,36.0,28.0
2017,1,AM,MANACAPURU,3.214,3.346,28.0,22.0
2017,1,AM,MANAUS,3.225,3.356,86.0,101.0
2017,1,AM,PARINTINS,3.4,3.59,10.0,15.0
2017,1,AM,TEFE,,3.675,,20.0
2017,1,AP,MACAPA,3.687,4.066,51.0,42.0
2017,1,AP,SANTANA,3.621,4.055,20.0,8.0
2017,1,BA,ALAGOINHAS,2.903,3.044,33.0,35.0
2017,1,BA,BARREIRAS,3.151,3.273,55.0,50.0
2017,1,BA,BRUMADO,3.266,3.459,35.0,22.0
2017,1,BA,CAETITE,3.17,3.271,18.0,20.0
2017,1,BA,CAMACARI,3.065,3.147,34.0,34.0
2017,1,BA,CANDEIAS,3.101,3.199,35.0,35.0
2017,1,BA,CONCEICAO DO JACUIPE,2.912,3.016,45.0,45.0
2017,1,BA,EUNAPOLIS,3.193,3.444,23.0,30.0
2017,1,BA,FEIRA DE SANTANA,2.919,3.033,55.0,82.0
2017,1,BA,GUANAMBI,3.112,3.245,45.0,40.0
2017,1,BA,ILHEUS,3.252,3.436,40.0,35.0
2017,1,BA,IPIRA,2.917,3.055,25.0,14.0
2017,1,BA,IRECE,3.044,3.204,35.0,22.0
2017,1,BA,ITABUNA,3.142,3.258,54.0,63.0
2017,1,BA,ITAMARAJU,3.131,3.251,30.0,21.0
2017,1,BA,JACOBINA,2.956,3.104,25.0,20.0
2017,1,BA,JAGUAQUARA,3.037,3.145,35.0,28.0
2017,1,BA,JEQUIE,3.111,3.218,36.0,23.0
2017,1,BA,JUAZEIRO,2.966,3.127,32.0,36.0
2017,1,BA,LAURO DE FREITAS,2.969,3.05,7.0,40.0
2017,1,BA,LIVRAMENTO DE NOSSA SENHORA,3.224,3.334,26.0,18.0
2017,1,BA,PAULO AFONSO,3.125,3.234,26.0,35.0
2017,1,BA,POCOES,3.041,3.206,35.0,15.0
2017,1,BA,PORTO SEGURO,3.471,3.736,20.0,30.0
2017,1,BA,SALVADOR,3.064,3.169,83.0,179.0
2017,1,BA,SANTO ANTONIO DE JESUS,2.985,3.106,35.0,30.0
2017,1,BA,SENHOR DO BONFIM,3.049,3.165,40.0,21.0
2017,1,BA,SERRINHA,2.981,3.05,25.0,9.0
2017,1,BA,SIMOES FILHO,3.05,3.17,32.0,24.0
2017,1,BA,TEIXEIRA DE FREITAS,3.042,3.212,30.0,45.0
2017,1,BA,VALENCA,3.143,3.17,50.0,28.0
2017,1,BA,VITORIA DA CONQUISTA,3.066,3.256,37.0,19.0
2017,1,CE,BEBERIBE,3.202,3.336,5.0,20.0
2017,1,CE,CANINDE,3.295,3.399,30.0,35.0
2017,1,CE,CAUCAIA,,3.327,,102.0
2017,1,CE,CRATEUS,3.225,3.386,32.0,23.0
2017,1,CE,CRATO,3.208,3.316,50.0,26.0
2017,1,CE,FORTALEZA,,3.301,,360.0
2017,1,CE,ICO,3.235,3.357,29.0,25.0
2017,1,CE,IGUATU,3.241,3.369,27.0,30.0
2017,1,CE,IPU,3.262,3.391,30.0,25.0
2017,1,CE,ITAPIPOCA,3.288,3.412,33.0,32.0
2017,1,CE,JUAZEIRO DO NORTE,3.28,3.377,44.0,36.0
2017,1,CE,LIMOEIRO DO NORTE,3.26,3.429,27.0,15.0
2017,1,CE,MARACANAU,,3.297,,41.0
2017,1,CE,MORADA NOVA,3.207,3.346,30.0,10.0
2017,1,CE,QUIXADA,3.244,3.36,27.0,36.0
2017,1,CE,SOBRAL,3.227,3.353,50.0,56.0
2017,1,DF,BRASILIA,3.256,3.468,64.0,105.0
2017,1,ES,ARACRUZ,3.157,3.194,25.0,26.0
2017,1,ES,BARRA DE SAO FRANCISCO,3.115,3.287,20.0,20.0
2017,1,ES,CACHOEIRO DE ITAPEMIRIM,3.148,3.24,46.0,44.0
2017,1,ES,CARIACICA,3.027,3.185,26.0,17.0
2017,1,ES,COLATINA,3.229,3.306,26.0,32.0
2017,1,ES,GUARAPARI,3.169,3.331,36.0,32.0
2017,1,ES,ITAPEMIRIM,3.226,3.29,16.0,12.0
2017,1,ES,LINHARES,3.03,3.091,41.0,44.0
2017,1,ES,SAO MATEUS,3.101,3.237,28.0,20.0
2017,1,ES,SERRA,3.049,3.18,44.0,21.0
2017,1,ES,VILA VELHA,3.04,3.17,26.0,40.0
2017,1,ES,VITORIA,3.067,3.217,22.0,36.0
2017,1,GO,AGUAS LINDAS DE GOIAS,3.124,3.302,18.0,20.0
2017,1,GO,ANAPOLIS,3.099,3.258,57.0,30.0
2017,1,GO,APARECIDA DE GOIANIA,3.035,3.188,44.0,26.0
2017,1,GO,CALDAS NOVAS,3.148,3.346,37.0,23.0
2017,1,GO,CATALAO,3.163,3.358,35.0,30.0
2017,1,GO,FORMOSA,3.119,3.313,35.0,45.0
2017,1,GO,GOIANIA,3.109,3.279,128.0,61.0
2017,1,GO,GOIATUBA,3.13,3.293,44.0,27.0
2017,1,GO,ITUMBIARA,3.088,3.201,73.0,36.0
2017,1,GO,JATAI,3.32,3.513,62.0,54.0
2017,1,GO,LUZIANIA,3.124,3.349,47.0,19.0
2017,1,GO,MINEIROS,3.093,3.318,24.0,14.0
2017,1,GO,MORRINHOS,3.095,3.252,50.0,24.0
2017,1,GO,PORANGATU,3.134,3.25,28.0,20.0
2017,1,GO,RIO VERDE,3.21,3.362,35.0,70.0
2017,1,GO,TRINDADE,3.064,3.25,28.0,4.0
2017,1,GO,VALPARAISO DE GOIAS,3.112,3.281,28.0,16.0
2017,1,MA,ACAILANDIA,3.115,3.214,34.0,37.0
2017,1,MA,BACABAL,3.106,3.165,16.0,16.0
2017,1,MA,BALSAS,3.195,3.284,31.0,35.0
2017,1,MA,BARRA DO CORDA,3.032,3.13,26.0,34.0
2017,1,MA,CAXIAS,3.09,3.192,30.0,35.0
2017,1,MA,CODO,3.21,3.295,25.0,20.0
2017,1,MA,IMPERATRIZ,3.16,3.28,43.0,61.0
2017,1,MA,PINHEIRO,3.156,3.278,25.0,20.0
2017,1,MA,PRESIDENTE DUTRA,3.01,3.094,30.0,25.0
2017,1,MA,SANTA INES,3.17,3.298,18.0,25.0
2017,1,MA,SAO DOMINGOS DO MARANHAO,3.013,3.131,8.0,7.0
2017,1,MA,SAO JOSE DE RIBAMAR,3.03,3.169,24.0,30.0
2017,1,MA,SAO LUIS,3.063,3.168,60.0,108.0
2017,1,MA,TIMON,3.314,3.413,22.0,16.0
2017,1,MG,ALFENAS,3.174,3.286,25.0,22.0
2017,1,MG,ARAGUARI,3.051,3.205,60.0,48.0
2017,1,MG,ARAXA,3.109,3.2,43.0,30.0
2017,1,MG,BARBACENA,3.146,3.226,30.0,30.0
2017,1,MG,BELO HORIZONTE,3.045,3.224,34.0,80.0
2017,1,MG,BETIM,3.057,3.18,36.0,51.0
2017,1,MG,BOM DESPACHO,3.078,3.12,29.0,17.0
2017,1,MG,CAMPO BELO,3.068,3.244,23.0,12.0
2017,1,MG,CARATINGA,3.1,3.188,30.0,15.0
2017,1,MG,CATAGUASES,3.114,3.175,23.0,12.0
2017,1,MG,CONGONHAS,3.125,3.209,25.0,30.0
2017,1,MG,CONSELHEIRO LAFAIETE,3.093,3.106,29.0,11.0
2017,1,MG,CONTAGEM,3.0,3.102,70.0,32.0
2017,1,MG,CORONEL FABRICIANO,3.073,3.188,30.0,20.0
2017,1,MG,CURVELO,3.203,3.238,23.0,30.0
2017,1,MG,DIAMANTINA,3.247,3.324,12.0,16.0
2017,1,MG,DIVINOPOLIS,3.068,3.175,36.0,34.0
2017,1,MG,FORMIGA,3.092,3.239,30.0,7.0
2017,1,MG,FRUTAL,3.173,3.301,36.0,26.0
2017,1,MG,GOVERNADOR VALADARES,3.219,3.355,35.0,48.0
2017,1,MG,GUAXUPE,3.137,3.256,28.0,24.0
2017,1,MG,IPATINGA,3.086,3.163,44.0,32.0
2017,1,MG,ITABIRA,3.109,3.211,31.0,27.0
2017,1,MG,ITAJUBA,3.09,3.247,22.0,25.0
2017,1,MG,ITAUNA,2.969,3.231,25.0,10.0
2017,1,MG,ITUIUTABA,3.074,3.254,47.0,48.0
2017,1,MG,JANAUBA,3.18,3.395,30.0,25.0
2017,1,MG,JANUARIA,3.211,3.299,29.0,23.0
2017,1,MG,JOAO MONLEVADE,3.104,3.168,22.0,33.0
2017,1,MG,JOAO PINHEIRO,3.143,3.266,29.0,24.0
2017,1,MG,JUIZ DE FORA,3.091,3.213,36.0,44.0
2017,1,MG,LAVRAS,3.109,3.234,23.0,33.0
2017,1,MG,LEOPOLDINA,2.993,3.121,24.0,16.0
2017,1,MG,MANHUACU,3.099,3.175,25.0,29.0
2017,1,MG,MONTE CARMELO,3.132,3.269,45.0,32.0
2017,1,MG,MONTES CLAROS,3.085,3.288,65.0,44.0
2017,1,MG,MURIAE,3.124,3.215,30.0,40.0
2017,1,MG,NOVA LIMA,3.286,3.397,7.0,26.0
2017,1,MG,OLIVEIRA,2.921,3.023,44.0,20.0
2017,1,MG,OURO PRETO,3.204,3.296,20.0,16.0
2017,1,MG,PARA DE MINAS,3.279,3.34,34.0,31.0
2017,1,MG,PARACATU,3.258,3.356,15.0,25.0
2017,1,MG,PASSOS,3.113,3.207,30.0,35.0
2017,1,MG,PATOS DE MINAS,3.133,3.24,45.0,35.0
2017,1,MG,PATROCINIO,3.125,3.194,35.0,20.0
2017,1,MG,POCOS DE CALDAS,3.091,3.229,43.0,42.0
2017,1,MG,POUSO ALEGRE,3.106,3.218,39.0,49.0
2017,1,MG,RIBEIRAO DAS NEVES,3.063,3.176,25.0,18.0
2017,1,MG,SABARA,3.074,3.095,18.0,20.0
2017,1,MG,SANTA LUZIA,3.195,3.164,23.0,17.0
2017,1,MG,SAO JOAO DEL REI,3.173,3.264,15.0,20.0
2017,1,MG,SAO LOURENCO,3.168,3.276,24.0,15.0
2017,1,MG,SAO SEBASTIAO DO PARAISO,3.188,3.305,35.0,22.0
2017,1,MG,SETE LAGOAS,2.962,3.166,79.0,54.0
2017,1,MG,TEOFILO OTONI,3.092,3.143,51.0,45.0
2017,1,MG,TIMOTEO,3.023,3.175,30.0,10.0
2017,1,MG,TRES CORACOES,3.189,3.405,20.0,16.0
2017,1,MG,UBA,3.122,3.198,19.0,24.0
2017,1,MG,UBERABA,3.065,3.264,64.0,65.0
2017,1,MG,UBERLANDIA,3.031,3.292,68.0,32.0
2017,1,MG,UNAI,3.211,3.359,45.0,40.0
2017,1,MG,VARGINHA,3.177,3.271,30.0,40.0
2017,1,MG,VESPASIANO,3.068,3.21,19.0,21.0
2017,1,MG,VICOSA,3.323,3.394,5.0,20.0
2017,1,MS,CAMPO GRANDE,3.345,3.514,90.0,117.0
2017,1,MS,CORUMBA,3.513,3.666,35.0,20.0
2017,1,MS,COXIM,3.371,3.481,30.0,30.0
2017,1,MS,DOURADOS,3.413,3.584,31.0,42.0
2017,1,MS,NOVA ANDRADINA,3.404,3.466,25.0,26.0
2017,1,MS,PARANAIBA,3.479,3.577,30.0,27.0
2017,1,MS,PONTA PORA,3.322,3.487,10.0,20.0
2017,1,MS,TRES LAGOAS,3.516,3.624,50.0,55.0
2017,1,MT,ALTA FLORESTA,3.719,3.898,50.0,44.0
2017,1,MT,CACERES,3.339,3.463,33.0,38.0
2017,1,MT,CUIABA,3.357,3.478,98.0,158.0
2017,1,MT,RONDONOPOLIS,3.329,3.445,114.0,93.0
2017,1,MT,SINOP,3.419,3.551,45.0,60.0
2017,1,MT,SORRISO,3.573,3.697,28.0,50.0
2017,1,MT,VARZEA GRANDE,3.238,3.43,55.0,44.0
2017,1,PA,ABAETETUBA,3.408,3.464,15.0,15.0
2017,1,PA,ALENQUER,3.633,3.85,24.0,4.0
2017,1,PA,ALTAMIRA,3.539,3.844,25.0,25.0
2017,1,PA,ANANINDEUA,,3.362,,40.0
2017,1,PA,BELEM,,3.428,,54.0
2017,1,PA,BRAGANCA,,3.243,,25.0
2017,1,PA,CAMETA,3.4,3.45,12.0,4.0
2017,1,PA,CASTANHAL,3.209,3.318,30.0,30.0
2017,1,PA,CONCEICAO DO ARAGUAIA,3.541,3.648,24.0,20.0
2017,1,PA,ITAITUBA,3.326,3.474,30.0,35.0
2017,1,PA,MARABA,3.402,3.476,48.0,46.0
2017,1,PA,PARAGOMINAS,3.32,3.425,20.0,20.0
2017,1,PA,PARAUAPEBAS,3.549,3.604,28.0,45.0
2017,1,PA,REDENCAO,3.475,3.565,16.0,16.0
2017,1,PA,SANTANA DO ARAGUAIA,3.617,3.727,25.0,15.0
2017,1,PA,SANTAREM,3.364,3.45,55.0,42.0
2017,1,PA,XINGUARA,3.422,3.507,35.0,20.0
2017,1,PB,BAYEUX,3.011,3.072,22.0,26.0
2017,1,PB,CABEDELO,3.024,3.192,27.0,17.0
2017,1,PB,CAMPINA GRANDE,3.018,3.103,46.0,59.0
2017,1,PB,JOAO PESSOA,2.95,3.07,30.0,29.0
2017,1,PB,PATOS,3.016,3.128,30.0,20.0
2017,1,PB,SANTA RITA,3.022,3.122,20.0,20.0
2017,1,PB,SOUSA,3.159,3.254,20.0,25.0
2017,1,PE,ABREU E LIMA,,2.948,,29.0
2017,1,PE,ARARIPINA,3.119,3.15,40.0,40.0
2017,1,PE,ARCOVERDE,3.055,3.116,21.0,39.0
2017,1,PE,BELO JARDIM,2.975,3.001,22.0,35.0
2017,1,PE,CABO DE SANTO AGOSTINHO,,3.028,,24.0
2017,1,PE,CAMARAGIBE,,3.05,,28.0
2017,1,PE,CARUARU,3.117,3.029,3.0,80.0
2017,1,PE,GARANHUNS,2.911,2.987,31.0,60.0
2017,1,PE,GOIANA,2.914,2.986,15.0,20.0
2017,1,PE,GRAVATA,,3.02,,28.0
2017,1,PE,IGARASSU,,2.955,,36.0
2017,1,PE,JABOATAO DOS GUARARAPES,,3.009,,55.0
2017,1,PE,LAJEDO,2.953,3.007,20.0,16.0
2017,1,PE,OLINDA,,3.045,,40.0
2017,1,PE,PAULISTA,,2.995,,42.0
2017,1,PE,PETROLINA,3.159,3.223,40.0,32.0
2017,1,PE,RECIFE,,3.061,,96.0
2017,1,PE,SALGUEIRO,3.0,3.084,22.0,30.0
2017,1,PE,SANTA CRUZ DO CAPIBARIBE,2.94,3.056,4.0,35.0
2017,1,PE,SERRA TALHADA,3.044,3.109,16.0,30.0
2017,1,PE,SERTANIA,3.04,3.134,5.0,20.0
2017,1,PE,VITORIA DE SANTO ANTAO,2.954,2.998,34.0,40.0
2017,1,PI,CAMPO MAIOR,3.152,3.225,35.0,25.0
2017,1,PI,PARNAIBA,3.208,3.332,29.0,42.0
2017,1,PI,PICOS,3.139,3.205,37.0,32.0
2017,1,PI,PIRIPIRI,3.176,3.277,25.0,20.0
2017,1,PI,TERESINA,3.199,3.35,50.0,130.0
2017,1,PR,APUCARANA,2.968,3.096,51.0,44.0
2017,1,PR,ARAPONGAS,2.946,3.066,35.0,17.0
2017,1,PR,ARAUCARIA,2.874,2.968,35.0,26.0
2017,1,PR,ASSIS CHATEAUBRIAND,2.975,3.081,39.0,27.0
2017,1,PR,CAMBE,2.997,3.158,44.0,23.0
2017,1,PR,CAMPO LARGO,2.932,3.025,23.0,18.0
2017,1,PR,CAMPO MOURAO,2.928,3.026,55.0,46.0
2017,1,PR,CASCAVEL,3.001,3.151,32.0,54.0
2017,1,PR,CASTRO,3.017,3.123,23.0,26.0
2017,1,PR,CIANORTE,2.995,3.12,50.0,26.0
2017,1,PR,COLOMBO,2.886,3.015,70.0,53.0
2017,1,PR,CORNELIO PROCOPIO,2.993,3.064,25.0,22.0
2017,1,PR,CURITIBA,2.839,2.962,57.0,118.0
2017,1,PR,FOZ DO IGUACU,3.058,3.148,26.0,63.0
2017,1,PR,FRANCISCO BELTRAO,2.948,3.067,30.0,30.0
2017,1,PR,GUARAPUAVA,2.978,3.054,40.0,70.0
2017,1,PR,LARANJEIRAS DO SUL,3.046,3.126,26.0,25.0
2017,1,PR,LONDRINA,3.014,3.063,49.0,75.0
2017,1,PR,MARECHAL CANDIDO RONDON,3.006,3.064,30.0,16.0
2017,1,PR,MARINGA,2.931,3.087,35.0,70.0
2017,1,PR,PARANAGUA,2.905,3.047,39.0,37.0
2017,1,PR,PARANAVAI,2.999,3.065,29.0,34.0
2017,1,PR,PATO BRANCO,2.936,3.069,13.0,30.0
2017,1,PR,PINHAIS,2.921,3.111,34.0,35.0
2017,1,PR,PONTA GROSSA,2.926,3.016,45.0,55.0
2017,1,PR,SANTO ANTONIO DA PLATINA,2.872,2.972,27.0,29.0
2017,1,PR,SAO JOSE DOS PINHAIS,2.88,3.003,53.0,58.0
2017,1,PR,TOLEDO,3.042,3.119,50.0,30.0
2017,1,PR,UMUARAMA,2.937,3.052,29.0,50.0
2017,1,PR,UNIAO DA VITORIA,2.979,3.097,36.0,33.0
2017,1,RJ,ANGRA DOS REIS,3.511,3.573,15.0,25.0
2017,1,RJ,ARARUAMA,3.21,3.262,17.0,32.0
2017,1,RJ,BARRA DO PIRAI,3.241,3.361,25.0,30.0
2017,1,RJ,BARRA MANSA,3.15,3.426,44.0,30.0
2017,1,RJ,BELFORD ROXO,3.144,3.29,22.0,24.0
2017,1,RJ,CABO FRIO,3.291,3.395,11.0,31.0
2017,1,RJ,CAMPOS DOS GOYTACAZES,3.109,3.269,63.0,64.0
2017,1,RJ,DUQUE DE CAXIAS,3.156,3.327,60.0,60.0
2017,1,RJ,ITABORAI,3.128,3.256,35.0,30.0
2017,1,RJ,ITAGUAI,3.141,3.23,20.0,26.0
2017,1,RJ,ITAPERUNA,3.228,3.333,25.0,30.0
2017,1,RJ,MACAE,3.308,3.429,30.0,48.0
2017,1,RJ,MAGE,3.106,3.21,18.0,30.0
2017,1,RJ,MANGARATIBA,3.212,3.324,16.0,16.0
2017,1,RJ,MARICA,3.239,3.388,29.0,39.0
2017,1,RJ,NILOPOLIS,3.112,3.254,8.0,11.0
2017,1,RJ,NITEROI,3.204,3.375,24.0,74.0
2017,1,RJ,NOVA FRIBURGO,3.256,3.362,27.0,36.0
2017,1,RJ,NOVA IGUACU,3.151,3.338,43.0,44.0
2017,1,RJ,PARATY,3.478,3.646,10.0,35.0
2017,1,RJ,PETROPOLIS,3.192,3.301,45.0,47.0
2017,1,RJ,RESENDE,3.067,3.359,15.0,45.0
2017,1,RJ,RIO BONITO,3.197,3.356,25.0,27.0
2017,1,RJ,RIO DE JANEIRO,3.148,3.402,84.0,182.0
2017,1,RJ,SANTO ANTONIO DE PADUA,3.051,3.149,25.0,20.0
2017,1,RJ,SAO FRANCISCO DE ITABAPOANA,3.159,3.306,28.0,14.0
2017,1,RJ,SAO GONCALO,3.179,3.318,54.0,47.0
2017,1,RJ,SAO JOAO DE MERITI,3.143,3.345,33.0,22.0
2017,1,RJ,SAPUCAIA,2.989,3.077,50.0,30.0
2017,1,RJ,SAQUAREMA,3.228,3.385,20.0,25.0
2017,1,RJ,TERESOPOLIS,3.158,3.239,26.0,46.0
2017,1,RJ,TRES RIOS,3.091,3.292,24.0,39.0
2017,1,RJ,VALENCA,3.301,3.41,34.0,40.0
2017,1,RJ,VASSOURAS,3.107,3.337,16.0,24.0
2017,1,RJ,VOLTA REDONDA,3.267,3.504,23.0,12.0
2017,1,RN,CAICO,3.188,3.292,27.0,28.0
2017,1,RN,MOSSORO,3.202,3.378,85.0,67.0
2017,1,RN,NATAL,3.147,3.338,54.0,83.0
2017,1,RN,PARNAMIRIM,3.187,3.305,46.0,47.0
2017,1,RN,SAO JOSE DE MIPIBU,3.094,3.258,35.0,32.0
2017,1,RO,ARIQUEMES,3.444,3.545,36.0,36.0
2017,1,RO,CACOAL,3.403,3.509,40.0,34.0
2017,1,RO,GUAJARA MIRIM,3.463,3.515,15.0,10.0
2017,1,RO,JI PARANA,3.358,3.484,56.0,40.0
2017,1,RO,PIMENTA BUENO,3.511,3.608,30.0,30.0
2017,1,RO,PORTO VELHO,3.338,3.442,72.0,57.0
2017,1,RO,VILHENA,3.39,3.483,47.0,45.0
2017,1,RR,BOA VISTA,3.38,3.46,33.0,40.0
2017,1,RS,ALEGRETE,3.186,3.283,26.0,22.0
2017,1,RS,ALVORADA,2.994,3.106,15.0,15.0
2017,1,RS,BAGE,3.281,3.451,21.0,39.0
2017,1,RS,BENTO GONCALVES,3.024,3.188,17.0,40.0
2017,1,RS,CACAPAVA DO SUL,3.138,3.278,20.0,30.0
2017,1,RS,CACHOEIRA DO SUL,3.164,3.343,31.0,27.0
2017,1,RS,CACHOEIRINHA,2.861,3.009,41.0,33.0
2017,1,RS,CANOAS,2.845,3.083,38.0,29.0
2017,1,RS,CAXIAS DO SUL,3.043,3.241,17.0,50.0
2017,1,RS,CRUZ ALTA,3.017,3.157,35.0,15.0
2017,1,RS,ERECHIM,3.075,3.249,35.0,50.0
2017,1,RS,ESTEIO,2.864,3.072,27.0,28.0
2017,1,RS,GRAMADO,3.128,3.288,14.0,18.0
2017,1,RS,GRAVATAI,2.875,3.032,48.0,33.0
2017,1,RS,GUAIBA,2.895,3.085,32.0,32.0
2017,1,RS,IJUI,2.965,3.167,38.0,30.0
2017,1,RS,LAJEADO,2.981,3.154,15.0,27.0
2017,1,RS,NOVO HAMBURGO,2.839,3.039,42.0,59.0
2017,1,RS,OSORIO,2.939,3.117,24.0,30.0
2017,1,RS,PALMEIRA DAS MISSOES,3.029,3.181,24.0,29.0
2017,1,RS,PASSO FUNDO,3.098,3.296,36.0,55.0
2017,1,RS,PELOTAS,3.169,3.321,47.0,50.0
2017,1,RS,PORTO ALEGRE,2.898,3.136,26.0,51.0
2017,1,RS,RIO GRANDE,3.213,3.322,43.0,38.0
2017,1,RS,SANTA CRUZ DO SUL,3.059,3.166,34.0,41.0
2017,1,RS,SANTA MARIA,3.102,3.211,37.0,36.0
2017,1,RS,SANTA ROSA,3.178,3.372,30.0,32.0
2017,1,RS,SANTANA DO LIVRAMENTO,3.216,3.392,33.0,27.0
2017,1,RS,SANTO ANGELO,3.065,3.247,26.0,26.0
2017,1,RS,SAO BORJA,3.135,3.316,30.0,30.0
2017,1,RS,SAO GABRIEL,3.161,3.315,25.0,23.0
2017,1,RS,SAO LEOPOLDO,2.826,2.996,30.0,35.0
2017,1,RS,SAO LUIZ GONZAGA,3.021,3.193,25.0,20.0
2017,1,RS,SAPIRANGA,2.896,3.132,22.0,35.0
2017,1,RS,SAPUCAIA DO SUL,2.813,3.035,36.0,30.0
2017,1,RS,TORRES,3.025,3.168,21.0,24.0
2017,1,RS,TRAMANDAI,2.913,3.141,19.0,25.0
2017,1,RS,URUGUAIANA,3.142,3.247,21.0,35.0
2017,1,RS,VACARIA,3.013,3.151,30.0,44.0
2017,1,RS,VIAMAO,2.975,3.111,11.0,16.0
2017,1,SC,ARARANGUA,2.918,3.112,30.0,22.0
2017,1,SC,BALNEARIO CAMBORIU,,3.193,,33.0
2017,1,SC,BIGUACU,2.883,3.071,25.0,35.0
2017,1,SC,BLUMENAU,3.034,3.138,46.0,61.0
2017,1,SC,BRUSQUE,3.079,3.163,22.0,36.0
2017,1,SC,CACADOR,3.072,3.209,25.0,27.0
2017,1,SC,CHAPECO,3.099,3.241,25.0,32.0
2017,1,SC,CONCORDIA,3.05,3.21,24.0,21.0
2017,1,SC,CRICIUMA,2.944,3.12,38.0,53.0
2017,1,SC,FLORIANOPOLIS,3.27,3.303,32.0,70.0
2017,1,SC,ITAJAI,2.944,3.11,17.0,32.0
2017,1,SC,JARAGUA DO SUL,3.038,3.182,36.0,45.0
2017,1,SC,JOINVILLE,3.017,3.114,36.0,67.0
2017,1,SC,LAGES,3.061,3.206,16.0,28.0
2017,1,SC,LAGUNA,2.979,3.081,30.0,24.0
2017,1,SC,MAFRA,3.062,3.197,20.0,30.0
2017,1,SC,PALHOCA,3.035,3.169,52.0,65.0
2017,1,SC,SAO JOSE,3.049,3.207,22.0,47.0
2017,1,SC,SAO MIGUEL DO OESTE,3.106,3.132,15.0,15.0
2017,1,SC,TUBARAO,2.864,3.02,19.0,31.0
2017,1,SC,VIDEIRA,3.042,3.121,25.0,32.0
2017,1,SC,XANXERE,3.089,3.213,16.0,16.0
2017,1,SE,ARACAJU,3.113,3.34,7.0,56.0
2017,1,SE,ITABAIANA,3.047,3.137,40.0,40.0
2017,1,SE,LAGARTO,2.954,3.078,25.0,25.0
2017,1,SE,NOSSA SENHORA DO SOCORRO,3.044,3.164,35.0,35.0
2017,1,SP,ADAMANTINA,2.971,3.117,25.0,30.0
2017,1,SP,AMERICANA,2.939,3.119,18.0,43.0
2017,1,SP,AMPARO,3.042,3.147,55.0,37.0
2017,1,SP,ARACATUBA,3.061,3.215,58.0,83.0
2017,1,SP,ARARAQUARA,3.01,3.188,49.0,56.0
2017,1,SP,ARARAS,2.959,3.08,46.0,35.0
2017,1,SP,ASSIS,3.133,3.167,48.0,64.0
2017,1,SP,ATIBAIA,3.033,3.18,45.0,70.0
2017,1,SP,AVARE,3.166,3.216,45.0,45.0
2017,1,SP,BARRETOS,3.072,3.196,47.0,42.0
2017,1,SP,BARUERI,3.041,3.287,30.0,74.0
2017,1,SP,BAURU,2.954,3.114,62.0,65.0
2017,1,SP,BEBEDOURO,3.048,3.13,33.0,40.0
2017,1,SP,BIRIGUI,3.052,3.219,32.0,40.0
2017,1,SP,BOTUCATU,3.084,3.195,35.0,30.0
2017,1,SP,BRAGANCA PAULISTA,2.926,3.02,31.0,44.0
2017,1,SP,CACAPAVA,2.915,3.056,34.0,34.0
2017,1,SP,CAMPINAS,3.007,3.134,103.0,134.0
2017,1,SP,CAMPOS DO JORDAO,3.174,3.069,10.0,15.0
2017,1,SP,CAPAO BONITO,3.011,3.128,30.0,28.0
2017,1,SP,CARAGUATATUBA,3.167,3.305,29.0,33.0
2017,1,SP,CARAPICUIBA,3.023,3.124,14.0,33.0
2017,1,SP,CATANDUVA,3.066,3.168,25.0,35.0
2017,1,SP,COSMOPOLIS,3.015,3.17,20.0,10.0
2017,1,SP,COTIA,2.971,3.119,33.0,51.0
2017,1,SP,CRUZEIRO,3.048,3.099,22.0,20.0
2017,1,SP,CUBATAO,3.083,3.366,15.0,25.0
2017,1,SP,DIADEMA,2.979,3.125,26.0,51.0
2017,1,SP,DRACENA,3.103,3.228,28.0,28.0
2017,1,SP,EMBU DAS ARTES,3.015,3.121,55.0,40.0
2017,1,SP,FRANCA,2.968,3.084,86.0,77.0
2017,1,SP,GARCA,3.084,3.204,22.0,11.0
2017,1,SP,GUARATINGUETA,3.052,3.181,20.0,26.0
2017,1,SP,GUARUJA,3.141,3.277,13.0,43.0
2017,1,SP,GUARULHOS,3.006,3.16,59.0,84.0
2017,1,SP,HORTOLANDIA,2.875,3.073,44.0,34.0
2017,1,SP,IBITINGA,3.01,3.171,25.0,35.0
2017,1,SP,INDAIATUBA,3.088,3.181,31.0,59.0
2017,1,SP,ITANHAEM,3.062,3.27,16.0,16.0
2017,1,SP,ITAPECERICA DA SERRA,2.999,3.151,45.0,25.0
