model,n_oot,base_rate,average_precision_oot,roc_auc_oot,brier_oot
R_A_Observed,88500,0.06951412429378531,0.08116902775485577,0.5646638223567425,0.06481363111521363
R_B_Promise_Adjusted,88500,0.06951412429378531,0.09757773609608394,0.6240893968778383,0.06462136857593521
