,total_freight,freight_burden,distance_freight_weighted_km,total_weight_g,product_volume_sum_proxy_cm3,total_price
total_freight,1.0,0.10370594861507945,0.5848616957223411,0.49178368567442826,0.42479197468639257,0.46949183669580274
freight_burden,0.10370594861507945,1.0,0.21843126267910656,-0.25624204729240274,-0.16809949490324003,-0.7845149268034488
distance_freight_weighted_km,0.5848616957223411,0.21843126267910656,1.0,0.026262474156901812,0.013898286358987464,0.11123910326047777
total_weight_g,0.49178368567442826,-0.25624204729240274,0.026262474156901812,1.0,0.7810330160496763,0.5350358349250524
product_volume_sum_proxy_cm3,0.42479197468639257,-0.16809949490324003,0.013898286358987464,0.7810330160496763,1.0,0.41813411880473983
total_price,0.46949183669580274,-0.7845149268034488,0.11123910326047777,0.5350358349250524,0.41813411880473983,1.0
