source,variable,n_total,n_valid,n_missing,missing_pct,n_zero,n_negative,n_positive,n_unique,min,p01,p05,q1,median,mean,q3,p95,p99,p995,max,std,iqr,mad,skew,kurtosis,iqr_lower,iqr_upper,iqr_candidate_count,iqr_candidate_pct,modified_z_candidate_count,modified_z_candidate_pct
geo_derived,seller_customer_distance_mean_km,96470,95994,476,0.4934176427905048,23,0,95971,90363,0.0,5.754364464594838,16.58925075076845,186.87287802337858,433.8839125278815,600.7190211746796,797.3431855469304,2095.592665258919,2482.8775106224234,2681.7035804142556,8677.871550646463,593.8783114899794,610.4703075235518,296.29777755660007,1.7133635445601374,3.3513594301801857,-728.8325832619491,1713.048646832258,7456,7.767152113673771,5799,6.041002562660166
geo_derived,seller_customer_distance_max_km,96470,95994,476,0.4934176427905048,23,0,95971,90269,0.0,5.756869404997468,16.609217769424973,188.63556528872255,435.52925874410965,602.0534421131521,800.1900095546177,2096.6872713345497,2483.403894932946,2684.615311641182,8677.871550646463,594.3740162955517,611.5544442658952,297.4563176141438,1.709847853765636,3.3371510519242658,-728.6961011101203,1717.5216759534605,7432,7.742150551076109,5762,6.00245848698877
