metric,quantile,value
cost_anomaly,0.25,-0.6593946925441656
cost_anomaly,0.75,0.6922862510782408
cost_anomaly,0.8,0.8955831350826089
cost_anomaly,0.9,1.6677527849009401
freight_burden,0.25,0.11662910349308836
freight_burden,0.75,0.27566358758814213
freight_burden,0.8,0.3031173092698933
freight_burden,0.9,0.383629191321499
