field,n,mean,median,q10,q25,q50,q75,q80,q90,q95,q99
total_price,96211,137.00124860982632,86.5,25.0,45.9,86.5,149.9,175.0,269.0,399.0,991.7099999999889
total_freight,96211,22.784223009842947,17.17,9.34,13.85,17.17,24.01,27.38,39.4,54.765,104.23899999999993
freight_burden,96211,0.2089733743161642,0.18325606763021543,0.07279917972755237,0.11662910349308839,0.18325606763021543,0.27566358758814213,0.30311730926989333,0.38362919132149903,0.4561933534743202,0.5935415545992455
freight_to_price_ratio,96211,0.3084112001582937,0.22437395659432388,0.07851500789889415,0.13202733297484695,0.22437395659432388,0.38057397487066624,0.4349617422012949,0.6224000000000001,0.8388888888888889,1.460276176995914
freight_residual_abs,91262,2.1369576764230156,0.20440644816310716,-3.245546690741188,-1.2922673426937097,0.20440644816310716,2.7154636684057296,3.6707132657753476,8.482869041158043,17.279475673474664,43.407375235797154
freight_expected_ratio,91262,1.0716895084263844,1.0128852954581014,0.8239139774105256,0.9136802376231414,1.0128852954581014,1.1521573756167347,1.2043051013433272,1.3653607767934306,1.5857885775069338,2.296311417692997
freight_log_ratio,91262,-0.03469602136012824,0.012802986326143812,-0.19368915068482262,-0.09027461813323416,0.012802986326143812,0.14163616351233077,0.1859027211114749,0.31141869888459905,0.46108180875403293,0.8313041038206012
freight_log_ratio_month_z,91262,-0.21629435326719626,0.0,-1.3017881517997103,-0.6593946925441656,0.0,0.6922862510782408,0.8955831350826089,1.6677527849009401,2.6211230796244345,4.573266208090246
