table,variable,iqr_lower,iqr_upper,iqr_candidate_count,iqr_candidate_pct,mad,mad_candidate_count,mad_candidate_pct
order_items,price,-102.6,277.4,8427,7.480692410119841,42.089999999999996,7714,6.847758544163338
order_items,freight_value,0.9750000000000032,33.254999999999995,12134,10.771415889924546,3.610000000000001,10284,9.129161118508655
payments,payment_value,-115.78125000000003,344.40875000000005,7981,7.682459619197967,51.550000000000004,7088,6.8228635234776585
payments,payment_installments,-3.5,8.5,6313,6.076853474000346,0.0,0,0.0
products,product_weight_g,-2100.0,4300.0,4551,13.812255303651098,500.0,5469,16.598379313484475
products,product_length_cm,-12.0,68.0,1380,4.18829099517436,8.0,1503,4.561595192570336
products,product_height_cm,-11.5,40.5,1892,5.742207654253543,6.0,1599,4.852954566147683
products,product_width_cm,-7.5,52.5,912,2.7679140489847947,6.0,994,3.016783513915445
