table,file,entity,grain,description_pt,lifecycle_role,rows,columns,file_size_mb,sha256,full_row_duplicates,missing_cells,missing_cells_pct,primary_key,pk_null_rows,pk_duplicate_rows
customers,olist_customers_dataset.csv,customer_order_identity,1 row per order-specific customer_id,Identificação do cliente associada ao pedido e localização de destino.,master/reference + order destination,99441,5,8.615452766418457,983a422239e1712ded753b3bf9ecf47dc73f144d306029dcfa99e70a226883d2,0,0,0.0,customer_id,0.0,0.0
geolocation,olist_geolocation_dataset.csv,zip_geolocation_observation,1 row per geolocation observation for ZIP prefix,Observações geográficas associadas a prefixos de CEP brasileiros.,reference,1000163,5,58.43532848358154,b514f6fc991b9566aeba02aa5d67e2c3630f034b60a0e05aa0d082a3b66d88d6,261831,0,0.0,,,
order_items,olist_order_items_dataset.csv,order_item,1 row per item position inside an order,"Itens de pedidos, produtos, sellers, preço, frete e limite de postagem.",transaction,112650,7,14.723464012145996,0bc4d068c4fe38cbb01bd90e8746e3c613fe7b4baef75fab7b0e329701c3e279,0,0,0.0,order_id+order_item_id,0.0,0.0
payments,olist_order_payments_dataset.csv,order_payment,1 row per payment sequence,Registros de pagamentos associados aos pedidos.,transaction,103886,5,5.50950813293457,4f713964f2815dbbaa40b9488268c55aac3627bfce5aa96cf58d1f3616de3cc0,0,0,0.0,order_id+payment_sequential,0.0,0.0
reviews,olist_order_reviews_dataset.csv,order_review,1 row per review record,Avaliações e comentários fornecidos após a experiência de compra.,post_delivery / post_purchase,99224,7,13.782186508178711,012b61c7593e34f51fa614efdf802b9c7056ce6aae5307ddb93236e7cfc797d7,0,145903,21.006294560071872,,,
orders,olist_orders_dataset.csv,order,1 row per order,Tabela central do ciclo de vida do pedido.,transaction / central fact,99441,8,16.837038040161133,8df58ef3d2d7e9944010f7beecd9b75367f5588ec6e3c91cec19ae3345ef9ecf,0,4908,0.616948743476031,order_id,0.0,0.0
products,olist_products_dataset.csv,product,1 row per product_id,"Metadados, categoria e características físicas do produto.",master/reference,32951,9,2.269216537475586,3e6569628a17fbc75fd206ee357b59e20364b9afa90f5b6cd5b4d624c58aa9cc,0,2448,0.8254681193287002,product_id,0.0,0.0
sellers,olist_sellers_dataset.csv,seller,1 row per seller_id,Cadastro e localização dos vendedores.,master/reference,3095,4,0.1666097640991211,1f643d2b950373b85735e7794b20986f528d7a000432e7c6f9bcbb44d0846a0e,0,0,0.0,seller_id,0.0,0.0
translation,product_category_name_translation.csv,product_category_translation,1 row per Portuguese product category,Tradução das categorias de produto do português para inglês.,reference / presentation,71,2,0.0024919509887695312,a81f0d1f27b27e7293f761bc79e3ce8f348ee39c4b3ed3e49bde38f478586278,0,0,0.0,product_category_name,0.0,0.0
