gate,check_id,table,dimension,severity,status,observed,expected,details,registry_source_gate,registry_source_file,variable,affected_rows,affected_pct
DQ_GATE_02_SEMANTIC,SEM-041,orders,datetime_parseability,CRITICAL,PASS,0 non-null unparseable values,all non-null timestamps parseable,,gate_02_semantic,reports/data_quality/gate_02_semantic/dq_gate_02_scorecard.csv,order_approved_at,0.0,0.0
DQ_GATE_02_SEMANTIC,SEM-042,orders,datetime_parseability,CRITICAL,PASS,0 non-null unparseable values,all non-null timestamps parseable,,gate_02_semantic,reports/data_quality/gate_02_semantic/dq_gate_02_scorecard.csv,order_delivered_carrier_date,0.0,0.0
DQ_GATE_02_SEMANTIC,SEM-043,orders,datetime_parseability,CRITICAL,PASS,0 non-null unparseable values,all non-null timestamps parseable,,gate_02_semantic,reports/data_quality/gate_02_semantic/dq_gate_02_scorecard.csv,order_delivered_customer_date,0.0,0.0
DQ_GATE_02_SEMANTIC,SEM-044,orders,datetime_parseability,CRITICAL,PASS,0 non-null unparseable values,all non-null timestamps parseable,,gate_02_semantic,reports/data_quality/gate_02_semantic/dq_gate_02_scorecard.csv,order_estimated_delivery_date,0.0,0.0
DQ_GATE_02_SEMANTIC,SEM-045,order_items,datetime_parseability,CRITICAL,PASS,0 non-null unparseable values,all non-null timestamps parseable,,gate_02_semantic,reports/data_quality/gate_02_semantic/dq_gate_02_scorecard.csv,shipping_limit_date,0.0,0.0
DQ_GATE_02_SEMANTIC,SEM-046,reviews,datetime_parseability,CRITICAL,PASS,0 non-null unparseable values,all non-null timestamps parseable,,gate_02_semantic,reports/data_quality/gate_02_semantic/dq_gate_02_scorecard.csv,review_creation_date,0.0,0.0
DQ_GATE_02_SEMANTIC,SEM-047,reviews,datetime_parseability,CRITICAL,PASS,0 non-null unparseable values,all non-null timestamps parseable,,gate_02_semantic,reports/data_quality/gate_02_semantic/dq_gate_02_scorecard.csv,review_answer_timestamp,0.0,0.0
DQ_GATE_02_SEMANTIC,SEM-050,orders,cross_field_temporal_consistency,CRITICAL,PASS,0 violation(s),purchase <= approval,,gate_02_semantic,reports/data_quality/gate_02_semantic/dq_gate_02_scorecard.csv,purchase_after_approval,0.0,0.0
DQ_GATE_02_SEMANTIC,SEM-051,orders,cross_field_temporal_consistency,WARNING,WARN,1359 violation(s),approval <= carrier,,gate_02_semantic,reports/data_quality/gate_02_semantic/dq_gate_02_scorecard.csv,approval_after_carrier,1359.0,1.3917905862111344
DQ_GATE_02_SEMANTIC,SEM-052,orders,cross_field_temporal_consistency,WARNING,WARN,23 violation(s),carrier <= customer_delivery,,gate_02_semantic,reports/data_quality/gate_02_semantic/dq_gate_02_scorecard.csv,carrier_after_customer_delivery,23.0,0.0238403731536667
DQ_GATE_02_SEMANTIC,SEM-053,orders,cross_field_temporal_consistency,CRITICAL,PASS,0 violation(s),purchase <= customer_delivery,,gate_02_semantic,reports/data_quality/gate_02_semantic/dq_gate_02_scorecard.csv,purchase_after_customer_delivery,0.0,0.0
DQ_GATE_02_SEMANTIC,SEM-054,orders,business_temporal_validity,CRITICAL,PASS,0 invalid promised lead times,estimated_delivery_date > purchase_timestamp,,gate_02_semantic,reports/data_quality/gate_02_semantic/dq_gate_02_scorecard.csv,promised_lead_time,0.0,0.0
DQ_GATE_02_SEMANTIC,SEM-060,products,cross_table_semantic_consistency,WARNING,WARN,"['pc_gamer', 'portateis_cozinha_e_preparadores_de_alimentos']",category available in translation table,Tradução é apenas apoio/apresentação; produto não será removido.,gate_02_semantic,reports/data_quality/gate_02_semantic/dq_gate_02_scorecard.csv,product_category_name,13.0,0.0401966544015336
DQ_GATE_02_SEMANTIC,SEM-061,geolocation,geographic_consistency,WARNING,WARN,8 prefixes associated with more than one state,1 state per zip prefix,Será investigado antes da consolidação definitiva da geolocalização.,gate_02_semantic,reports/data_quality/gate_02_semantic/dq_gate_02_scorecard.csv,geolocation_zip_code_prefix,8.0,0.0420720483828556
DQ_GATE_02_SEMANTIC,SEM-070,order_items,finite_numeric_validity,CRITICAL,PASS,0 non-finite value(s),all non-null numeric values finite,,gate_02_semantic,reports/data_quality/gate_02_semantic/dq_gate_02_scorecard.csv,price,0.0,0.0
DQ_GATE_02_SEMANTIC,SEM-071,order_items,finite_numeric_validity,CRITICAL,PASS,0 non-finite value(s),all non-null numeric values finite,,gate_02_semantic,reports/data_quality/gate_02_semantic/dq_gate_02_scorecard.csv,freight_value,0.0,0.0
DQ_GATE_02_SEMANTIC,SEM-072,payments,finite_numeric_validity,CRITICAL,PASS,0 non-finite value(s),all non-null numeric values finite,,gate_02_semantic,reports/data_quality/gate_02_semantic/dq_gate_02_scorecard.csv,payment_value,0.0,0.0
DQ_GATE_02_SEMANTIC,SEM-073,payments,finite_numeric_validity,CRITICAL,PASS,0 non-finite value(s),all non-null numeric values finite,,gate_02_semantic,reports/data_quality/gate_02_semantic/dq_gate_02_scorecard.csv,payment_installments,0.0,0.0
DQ_GATE_02_SEMANTIC,SEM-074,products,finite_numeric_validity,CRITICAL,PASS,0 non-finite value(s),all non-null numeric values finite,,gate_02_semantic,reports/data_quality/gate_02_semantic/dq_gate_02_scorecard.csv,product_weight_g,0.0,0.0
DQ_GATE_02_SEMANTIC,SEM-075,products,finite_numeric_validity,CRITICAL,PASS,0 non-finite value(s),all non-null numeric values finite,,gate_02_semantic,reports/data_quality/gate_02_semantic/dq_gate_02_scorecard.csv,product_length_cm,0.0,0.0
DQ_GATE_02_SEMANTIC,SEM-076,products,finite_numeric_validity,CRITICAL,PASS,0 non-finite value(s),all non-null numeric values finite,,gate_02_semantic,reports/data_quality/gate_02_semantic/dq_gate_02_scorecard.csv,product_height_cm,0.0,0.0
DQ_GATE_02_SEMANTIC,SEM-077,products,finite_numeric_validity,CRITICAL,PASS,0 non-finite value(s),all non-null numeric values finite,,gate_02_semantic,reports/data_quality/gate_02_semantic/dq_gate_02_scorecard.csv,product_width_cm,0.0,0.0
DQ_GATE_02_SEMANTIC,SEM-078,geolocation,finite_numeric_validity,CRITICAL,PASS,0 non-finite value(s),all non-null numeric values finite,,gate_02_semantic,reports/data_quality/gate_02_semantic/dq_gate_02_scorecard.csv,geolocation_lat,0.0,0.0
DQ_GATE_02_SEMANTIC,SEM-079,geolocation,finite_numeric_validity,CRITICAL,PASS,0 non-finite value(s),all non-null numeric values finite,,gate_02_semantic,reports/data_quality/gate_02_semantic/dq_gate_02_scorecard.csv,geolocation_lng,0.0,0.0
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-COMP-001,orders,completeness,CRITICAL,PASS,0.0000% missing,<= 0.0000% missing,prediction_time,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,order_purchase_timestamp,0.0,0.0
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-COMP-002,orders,completeness,CRITICAL,PASS,0.0000% missing,<= 0.0000% missing,delivery_promise,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,order_estimated_delivery_date,0.0,0.0
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-COMP-003,order_items,completeness,CRITICAL,PASS,0.0000% missing,<= 0.0000% missing,join_key,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,order_id,0.0,0.0
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-COMP-004,order_items,completeness,CRITICAL,PASS,0.0000% missing,<= 0.0000% missing,join_key,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,product_id,0.0,0.0
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-COMP-005,order_items,completeness,CRITICAL,PASS,0.0000% missing,<= 0.0000% missing,join_key,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,seller_id,0.0,0.0
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-COMP-006,order_items,completeness,CRITICAL,PASS,0.0000% missing,<= 0.0000% missing,model_input,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,price,0.0,0.0
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-COMP-007,order_items,completeness,CRITICAL,PASS,0.0000% missing,<= 0.0000% missing,model_input,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,freight_value,0.0,0.0
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-COMP-008,payments,completeness,CRITICAL,PASS,0.0000% missing,<= 0.0000% missing,model_input,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,payment_type,0.0,0.0
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-COMP-009,payments,completeness,CRITICAL,PASS,0.0000% missing,<= 0.0000% missing,model_input,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,payment_value,0.0,0.0
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-COMP-010,payments,completeness,CRITICAL,PASS,0.0000% missing,<= 0.0000% missing,model_input,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,payment_installments,0.0,0.0
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-COMP-011,customers,completeness,CRITICAL,PASS,0.0000% missing,<= 0.0000% missing,geographic_input,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,customer_zip_code_prefix,0.0,0.0
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-COMP-012,customers,completeness,CRITICAL,PASS,0.0000% missing,<= 0.0000% missing,geographic_input,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,customer_state,0.0,0.0
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-COMP-013,sellers,completeness,CRITICAL,PASS,0.0000% missing,<= 0.0000% missing,geographic_input,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,seller_zip_code_prefix,0.0,0.0
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-COMP-014,sellers,completeness,CRITICAL,PASS,0.0000% missing,<= 0.0000% missing,geographic_input,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,seller_state,0.0,0.0
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-COMP-015,products,completeness,WARNING,PASS,1.8512% missing,<= 2.5000% missing,optional_model_input,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,product_category_name,610.0,1.8512336499651
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-COMP-016,products,completeness,WARNING,PASS,0.0061% missing,<= 0.1000% missing,optional_model_input,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,product_weight_g,2.0,0.0060696185244757
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-COMP-017,products,completeness,WARNING,PASS,0.0061% missing,<= 0.1000% missing,optional_model_input,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,product_length_cm,2.0,0.0060696185244757
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-COMP-018,products,completeness,WARNING,PASS,0.0061% missing,<= 0.1000% missing,optional_model_input,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,product_height_cm,2.0,0.0060696185244757
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-COMP-019,products,completeness,WARNING,PASS,0.0061% missing,<= 0.1000% missing,optional_model_input,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,product_width_cm,2.0,0.0060696185244757
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-COMP-020,orders,completeness,WARNING,PASS,0.1609% missing,<= 0.5000% missing,post_purchase_event,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,order_approved_at,160.0,0.1608994278014099
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-COMP-021,orders,completeness,WARNING,PASS,1.7930% missing,<= 3.0000% missing,post_purchase_event,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,order_delivered_carrier_date,1783.0,1.7930229985619617
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-COMP-022,orders,completeness,WARNING,PASS,2.9817% missing,<= 5.0000% missing,future_label_source,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,order_delivered_customer_date,2965.0,2.981667521444877
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-COMP-023,reviews,completeness,INFO,PASS,88.3415% missing,<= 100.0000% missing,optional_nlp,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,review_comment_title,87656.0,88.34153027493349
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-COMP-024,reviews,completeness,INFO,PASS,58.7025% missing,<= 100.0000% missing,optional_nlp,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,review_comment_message,58247.0,58.70253164556962
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-COV-001,orders,source_coverage,WARNING,PASS,0.7794% uncovered,<= 2.0000%,Orders without order_items,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,order_items_coverage,775.0,0.7793566034130791
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-COV-002,orders,source_coverage,WARNING,PASS,0.0010% uncovered,<= 0.1000%,Orders without payment,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,payment_coverage,1.0,0.0010056214237588
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-COV-003,customers,source_coverage,WARNING,PASS,0.2796% uncovered,<= 1.0000%,Customers whose ZIP is absent from geolocation,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,geolocation_coverage,278.0,0.2795627558049496
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-COV-004,sellers,source_coverage,WARNING,PASS,0.2262% uncovered,<= 1.0000%,Sellers whose ZIP is absent from geolocation,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,geolocation_coverage,7.0,0.2261712439418416
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-VAR-001,order_items,statistical_variability,WARNING,PASS,unique=5968; dominant=2.2024%,non-constant / non-degenerate,adequate variability,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,price,0.0,0.0
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-VAR-002,order_items,statistical_variability,WARNING,PASS,unique=6999; dominant=3.2907%,non-constant / non-degenerate,adequate variability,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,freight_value,0.0,0.0
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-VAR-003,payments,statistical_variability,WARNING,PASS,unique=29077; dominant=0.3119%,non-constant / non-degenerate,adequate variability,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,payment_value,0.0,0.0
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-VAR-004,payments,statistical_variability,WARNING,PASS,unique=24; dominant=50.5804%,non-constant / non-degenerate,adequate variability,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,payment_installments,0.0,0.0
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-VAR-005,products,statistical_variability,WARNING,PASS,unique=2204; dominant=6.3249%,non-constant / non-degenerate,adequate variability,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,product_weight_g,0.0,0.0
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-VAR-006,products,statistical_variability,WARNING,PASS,unique=99; dominant=16.7532%,non-constant / non-degenerate,adequate variability,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,product_length_cm,0.0,0.0
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-VAR-007,products,statistical_variability,WARNING,PASS,unique=102; dominant=7.7332%,non-constant / non-degenerate,adequate variability,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,product_height_cm,0.0,0.0
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-VAR-008,products,statistical_variability,WARNING,PASS,unique=95; dominant=11.2841%,non-constant / non-degenerate,adequate variability,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,product_width_cm,0.0,0.0
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-MISS-001,__order_level__,missingness_temporal_profile,INFO,INFO,min=0.0721%; max=4.9383%; range=4.8662 pp,diagnostic only; formal drift evaluated later,Months with at least 100 orders.,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,item_missing,0.0,0.0
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-MISS-002,__order_level__,missingness_temporal_profile,INFO,INFO,min=0.0000%; max=0.0000%; range=0.0000 pp,diagnostic only; formal drift evaluated later,Months with at least 100 orders.,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,payment_missing,0.0,0.0
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-MISS-003,__order_level__,missingness_temporal_profile,INFO,INFO,min=0.4702%; max=5.5618%; range=5.0916 pp,diagnostic only; formal drift evaluated later,Months with at least 100 orders.,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,product_category_missing,0.0,0.0
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-MISS-004,__order_level__,missingness_temporal_profile,INFO,INFO,min=0.0721%; max=4.9383%; range=4.8662 pp,diagnostic only; formal drift evaluated later,Months with at least 100 orders.,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,product_physical_missing,0.0,0.0
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-MISS-005,__order_level__,missingness_temporal_profile,INFO,INFO,min=0.0000%; max=0.4006%; range=0.4006 pp,diagnostic only; formal drift evaluated later,Months with at least 100 orders.,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,customer_geo_missing,0.0,0.0
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-MISS-006,__order_level__,missingness_temporal_profile,INFO,INFO,min=0.2738%; max=4.9383%; range=4.6645 pp,diagnostic only; formal drift evaluated later,Months with at least 100 orders.,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,seller_geo_missing,0.0,0.0
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-TAIL-043,order_items,tail_behavior,INFO,INFO,"IQR flags=8,427 (7.4807%); MAD flags=7,714 (6.8478%)",diagnostic only,Extremo não implica erro; nenhuma remoção aplicada.,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,price,8427.0,7.480692410119841
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-TAIL-044,order_items,tail_behavior,INFO,INFO,"IQR flags=12,134 (10.7714%); MAD flags=10,284 (9.1292%)",diagnostic only,Extremo não implica erro; nenhuma remoção aplicada.,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,freight_value,12134.0,10.771415889924546
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-TAIL-045,payments,tail_behavior,INFO,INFO,"IQR flags=7,981 (7.6825%); MAD flags=7,088 (6.8229%)",diagnostic only,Extremo não implica erro; nenhuma remoção aplicada.,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,payment_value,7981.0,7.682459619197967
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-TAIL-046,payments,tail_behavior,INFO,INFO,"IQR flags=6,313 (6.0769%); MAD flags=0 (0.0000%)",diagnostic only,Extremo não implica erro; nenhuma remoção aplicada.,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,payment_installments,6313.0,6.076853474000346
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-TAIL-047,products,tail_behavior,INFO,INFO,"IQR flags=4,551 (13.8123%); MAD flags=5,469 (16.5984%)",diagnostic only,Extremo não implica erro; nenhuma remoção aplicada.,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,product_weight_g,4551.0,13.812255303651098
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-TAIL-048,products,tail_behavior,INFO,INFO,"IQR flags=1,380 (4.1883%); MAD flags=1,503 (4.5616%)",diagnostic only,Extremo não implica erro; nenhuma remoção aplicada.,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,product_length_cm,1380.0,4.18829099517436
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-TAIL-049,products,tail_behavior,INFO,INFO,"IQR flags=1,892 (5.7422%); MAD flags=1,599 (4.8530%)",diagnostic only,Extremo não implica erro; nenhuma remoção aplicada.,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,product_height_cm,1892.0,5.742207654253543
DQ_GATE_03_STATISTICAL_COMPLETENESS,STA-TAIL-050,products,tail_behavior,INFO,INFO,IQR flags=912 (2.7679%); MAD flags=994 (3.0168%),diagnostic only,Extremo não implica erro; nenhuma remoção aplicada.,gate_03_statistical,reports/data_quality/gate_03_statistical/dq_gate_03_scorecard.csv,product_width_cm,912.0,2.7679140489847947
